,Hospitals,Hotels
607,"Bangalore Baptist Hospital, Bangalore","CERTIFICATES
* NABH
* ISO"
608,"Bangalore Baptist Hospital, Bangalore","ROOMS
* Multiple Beds"
609,"Bangalore Baptist Hospital, Bangalore",
610,"Bangalore Baptist Hospital, Bangalore",
611,"Bangalore Baptist Hospital, Bangalore",
612,"Bangalore Baptist Hospital, Bangalore",
613,"Bangalore Baptist Hospital, Bangalore",
614,"Bangalore Baptist Hospital, Bangalore",
615,"Bangalore Baptist Hospital, Bangalore",
616,"Bangalore Baptist Hospital, Bangalore",
617,"Bangalore Baptist Hospital, Bangalore",
618,"Bangalore Baptist Hospital, Bangalore",
619,"Bangalore Baptist Hospital, Bangalore",
620,"Bangalore Baptist Hospital, Bangalore",
621,"Bangalore Baptist Hospital, Bangalore",
622,"Bangalore Baptist Hospital, Bangalore",
623,"Bangalore Baptist Hospital, Bangalore",
624,"Bangalore Baptist Hospital, Bangalore",
625,"Bangalore Baptist Hospital, Bangalore",
626,"Bangalore Baptist Hospital, Bangalore",
627,"Bangalore Baptist Hospital, Bangalore",
628,"Bangalore Baptist Hospital, Bangalore",
629,"Bangalore Baptist Hospital, Bangalore",
630,"Bangalore Baptist Hospital, Bangalore",
631,"Bangalore Baptist Hospital, Bangalore",
632,"Bangalore Baptist Hospital, Bangalore",
633,"Bangalore Baptist Hospital, Bangalore",
634,"Bangalore Baptist Hospital, Bangalore",
635,"Bangalore Baptist Hospital, Bangalore",
636,"Bangalore Baptist Hospital, Bangalore",
637,"Bangalore Baptist Hospital, Bangalore",
638,"Bangalore Baptist Hospital, Bangalore",
639,"Bangalore Baptist Hospital, Bangalore",
640,"Bangalore Baptist Hospital, Bangalore",
641,"Bangalore Baptist Hospital, Bangalore",
642,"Bangalore Baptist Hospital, Bangalore",
643,"Bangalore Baptist Hospital, Bangalore",
644,"Bangalore Baptist Hospital, Bangalore",
645,"Bangalore Baptist Hospital, Bangalore",
646,"Bangalore Baptist Hospital, Bangalore",
647,"Bangalore Baptist Hospital, Bangalore",
648,"Bangalore Baptist Hospital, Bangalore",
649,"Bangalore Baptist Hospital, Bangalore",
650,"Bangalore Baptist Hospital, Bangalore",
651,"Bangalore Baptist Hospital, Bangalore",
652,"Bangalore Baptist Hospital, Bangalore",
653,"Bangalore Baptist Hospital, Bangalore",
654,"Bangalore Baptist Hospital, Bangalore",
655,"Bangalore Baptist Hospital, Bangalore",
656,"Bangalore Baptist Hospital, Bangalore",
657,"Bangalore Baptist Hospital, Bangalore",
658,"Bangalore Baptist Hospital, Bangalore",
659,"Bangalore Baptist Hospital, Bangalore",
660,"Bangalore Baptist Hospital, Bangalore",
661,"Bangalore Baptist Hospital, Bangalore",
662,"Bangalore Baptist Hospital, Bangalore",
663,"Bangalore Baptist Hospital, Bangalore",
664,"Bangalore Baptist Hospital, Bangalore",
665,"Bangalore Baptist Hospital, Bangalore",
666,"Bangalore Baptist Hospital, Bangalore",
667,"Bangalore Baptist Hospital, Bangalore",
668,"Bangalore Baptist Hospital, Bangalore",
669,"Bangalore Baptist Hospital, Bangalore",
670,"Bangalore Baptist Hospital, Bangalore",
671,"Bangalore Baptist Hospital, Bangalore",
672,"Bangalore Baptist Hospital, Bangalore",
673,"Bangalore Baptist Hospital, Bangalore",
674,"Bangalore Baptist Hospital, Bangalore",
675,"Bangalore Baptist Hospital, Bangalore",
676,"Bangalore Baptist Hospital, Bangalore",
677,"Bangalore Baptist Hospital, Bangalore",
678,"Bangalore Baptist Hospital, Bangalore",
679,"Bangalore Baptist Hospital, Bangalore",
680,"Bangalore Baptist Hospital, Bangalore",
681,"Bangalore Baptist Hospital, Bangalore",
682,"Bangalore Baptist Hospital, Bangalore",
683,"Bangalore Baptist Hospital, Bangalore",
684,"Bangalore Baptist Hospital, Bangalore",
685,"Bangalore Baptist Hospital, Bangalore",
686,"Bangalore Baptist Hospital, Bangalore",
687,"Bangalore Baptist Hospital, Bangalore","HOTEL'S NAME:
The Basil Hotel
STAR RTAING:
3
HOTEL'S DISTANCE FROM HOSPITAL (IN KM):
7.0
ROOM COUNT:
54
PRICE RANGE (INR):
1700
PRICE RANGE (USD):
22
HOTELS LINK:
http://basilhotels.com"
688,"Bangalore Baptist Hospital, Bangalore","HOTEL'S NAME:
Hotel Basant Residency
STAR RTAING:
3
HOTEL'S DISTANCE FROM HOSPITAL (IN KM):
8.0
ROOM COUNT:
48
PRICE RANGE (INR):
2000
PRICE RANGE (USD):
26
HOTELS LINK:
http://hotelbasantresidency.com"
689,"Bangalore Baptist Hospital, Bangalore","SIGHT'S NAME:
Tipu Sultan Summer Palace
SIGHTS' ADDRESS:
Allbert Victor Road
SIGHT DISTANCE FROM HOSPITAL (IN KM):
10.0
CONNECTIVITY:
Tourist Buses, Local Bus, City Bus, Taxi, Auto
HOTELS LINK:
- Not Available -
TRAVEL AGENCY DETAILS
AGENCY NAME:
Garden City Cabs
AGENCY WEBSITE:
www.gardencitycabs.com
AGENCY CONTACT:
41288888"
690,"Bangalore Baptist Hospital, Bangalore","MARKET NAME:
Commercial Street
MARKET IS KNOWN FOR:
Designer Products, International Brands, High End Lifestyle Products, Book Stores, Art Shops, Textile Retailers, Jewelery Shops
RESTURANTS IN MARKET PLACE:
Indian, Chinese, European, Continental, Multi – Cuisine, Mughlai, Tandoori, Beverages, Fast Food
RELIGIOUS PLACES IN MARKET:
Temple – Rani Devi Temple RenukaParmeshwariTemple Church – Annal Church St Andrews Church"
0,Santevita Hospital,"APPOINTMENT LINK
- not available -"
1,Santevita Hospital,"INTERNATIONAL CUISINES
- Not Available -"
2,Santevita Hospital,"INTERNATIONAL RECOGNITIONS
- Not Available -"
3,Santevita Hospital,"ISO DETAILS
- Not Available -"
4,Santevita Hospital,"LANGUAGES
* English"
5,Santevita Hospital,"CERTIFICATES
* NABH"
6,Santevita Hospital,"ROOMS
* Multiple Beds"
7,Santevita Hospital,
8,Santevita Hospital,
9,Santevita Hospital,
10,Santevita Hospital,
11,Santevita Hospital,
12,Santevita Hospital,
13,Santevita Hospital,
14,Santevita Hospital,
15,Santevita Hospital,
16,Santevita Hospital,
17,Santevita Hospital,
18,Santevita Hospital,
19,Santevita Hospital,
20,Santevita Hospital,
21,Santevita Hospital,
22,Santevita Hospital,
23,Santevita Hospital,
24,Santevita Hospital,
25,Santevita Hospital,
26,Santevita Hospital,
27,Santevita Hospital,
28,Santevita Hospital,
29,Santevita Hospital,
30,Santevita Hospital,
31,Santevita Hospital,
32,Santevita Hospital,
33,Santevita Hospital,
34,Santevita Hospital,
35,Santevita Hospital,
36,Santevita Hospital,"HOTEL'S NAME:
Hotel Pearl
STAR RTAING:
2
HOTEL'S DISTANCE FROM HOSPITAL (IN KM):
0.5
ROOM COUNT:
23
PRICE RANGE (INR):
1300
PRICE RANGE (USD):
18
HOTELS LINK:
hotelpearlranchi.com"
37,Santevita Hospital,"HOTEL'S NAME:
Le Lac Sarovar Portico, Ranchi
STAR RTAING:
4
HOTEL'S DISTANCE FROM HOSPITAL (IN KM):
0.4
ROOM COUNT:
51
PRICE RANGE (INR):
4000
PRICE RANGE (USD):
56
HOTELS LINK:
sarovarhotels.com"
38,Santevita Hospital,"SIGHT'S NAME:
Swami Vivekanand Statue
SIGHTS' ADDRESS:
Behind Marwari College, Upper Bazar, Ranchi, Jharkhand 834001
SIGHT DISTANCE FROM HOSPITAL (IN KM):
1.0
CONNECTIVITY:
Auto, Rikshaw
HOTELS LINK:
- Not Available -
TRAVEL AGENCY DETAILS
AGENCY NAME:
Ola Cabs
AGENCY WEBSITE:
olacabs.com
AGENCY CONTACT:
080-67350900"
39,Santevita Hospital,"MARKET NAME:
Bachpan
MARKET IS KNOWN FOR:
Clothes
RESTURANTS IN MARKET PLACE:
Local, Fast Food, Etc
RELIGIOUS PLACES IN MARKET:
Mata Mandir"
0,"Valiyath Institute Of Medical Sciences, Kollam","APPOINTMENT LINK
- not available -"
1,"Valiyath Institute Of Medical Sciences, Kollam","INTERNATIONAL CUISINES
* Indian"
2,"Valiyath Institute Of Medical Sciences, Kollam","INTERNATIONAL RECOGNITIONS
- Not Available -"
3,"Valiyath Institute Of Medical Sciences, Kollam","ISO DETAILS
- Not Available -"
4,"Valiyath Institute Of Medical Sciences, Kollam","LANGUAGES
* English
* Arabic"
5,"Valiyath Institute Of Medical Sciences, Kollam","CERTIFICATES
* NABH
* ISO"
6,"Valiyath Institute Of Medical Sciences, Kollam","ROOMS
* Deluxe
* Suites
* Executive"
7,"Valiyath Institute Of Medical Sciences, Kollam",
8,"Valiyath Institute Of Medical Sciences, Kollam",
9,"Valiyath Institute Of Medical Sciences, Kollam",
10,"Valiyath Institute Of Medical Sciences, Kollam",
11,"Valiyath Institute Of Medical Sciences, Kollam",
12,"Valiyath Institute Of Medical Sciences, Kollam",
13,"Valiyath Institute Of Medical Sciences, Kollam",
14,"Valiyath Institute Of Medical Sciences, Kollam",
15,"Valiyath Institute Of Medical Sciences, Kollam",
16,"Valiyath Institute Of Medical Sciences, Kollam",
17,"Valiyath Institute Of Medical Sciences, Kollam",
18,"Valiyath Institute Of Medical Sciences, Kollam",
19,"Valiyath Institute Of Medical Sciences, Kollam",
20,"Valiyath Institute Of Medical Sciences, Kollam",
21,"Valiyath Institute Of Medical Sciences, Kollam",
22,"Valiyath Institute Of Medical Sciences, Kollam",
23,"Valiyath Institute Of Medical Sciences, Kollam",
24,"Valiyath Institute Of Medical Sciences, Kollam",
25,"Valiyath Institute Of Medical Sciences, Kollam",
26,"Valiyath Institute Of Medical Sciences, Kollam",
27,"Valiyath Institute Of Medical Sciences, Kollam",
28,"Valiyath Institute Of Medical Sciences, Kollam",
29,"Valiyath Institute Of Medical Sciences, Kollam",
30,"Valiyath Institute Of Medical Sciences, Kollam",
31,"Valiyath Institute Of Medical Sciences, Kollam",
32,"Valiyath Institute Of Medical Sciences, Kollam",
33,"Valiyath Institute Of Medical Sciences, Kollam",
34,"Valiyath Institute Of Medical Sciences, Kollam",
35,"Valiyath Institute Of Medical Sciences, Kollam",
36,"Valiyath Institute Of Medical Sciences, Kollam",
37,"Valiyath Institute Of Medical Sciences, Kollam",
38,"Valiyath Institute Of Medical Sciences, Kollam",
39,"Valiyath Institute Of Medical Sciences, Kollam",
40,"Valiyath Institute Of Medical Sciences, Kollam",
41,"Valiyath Institute Of Medical Sciences, Kollam",
42,"Valiyath Institute Of Medical Sciences, Kollam",
43,"Valiyath Institute Of Medical Sciences, Kollam",
44,"Valiyath Institute Of Medical Sciences, Kollam",
45,"Valiyath Institute Of Medical Sciences, Kollam",
46,"Valiyath Institute Of Medical Sciences, Kollam",
47,"Valiyath Institute Of Medical Sciences, Kollam",
48,"Valiyath Institute Of Medical Sciences, Kollam",
49,"Valiyath Institute Of Medical Sciences, Kollam",
50,"Valiyath Institute Of Medical Sciences, Kollam",
51,"Valiyath Institute Of Medical Sciences, Kollam",
52,"Valiyath Institute Of Medical Sciences, Kollam",
53,"Valiyath Institute Of Medical Sciences, Kollam",
54,"Valiyath Institute Of Medical Sciences, Kollam",
55,"Valiyath Institute Of Medical Sciences, Kollam",
56,"Valiyath Institute Of Medical Sciences, Kollam",
57,"Valiyath Institute Of Medical Sciences, Kollam",
58,"Valiyath Institute Of Medical Sciences, Kollam",
59,"Valiyath Institute Of Medical Sciences, Kollam",
60,"Valiyath Institute Of Medical Sciences, Kollam",
61,"Valiyath Institute Of Medical Sciences, Kollam",
62,"Valiyath Institute Of Medical Sciences, Kollam",
63,"Valiyath Institute Of Medical Sciences, Kollam",
64,"Valiyath Institute Of Medical Sciences, Kollam",
65,"Valiyath Institute Of Medical Sciences, Kollam",
66,"Valiyath Institute Of Medical Sciences, Kollam",
67,"Valiyath Institute Of Medical Sciences, Kollam",
68,"Valiyath Institute Of Medical Sciences, Kollam",
69,"Valiyath Institute Of Medical Sciences, Kollam",
70,"Valiyath Institute Of Medical Sciences, Kollam",
71,"Valiyath Institute Of Medical Sciences, Kollam",
72,"Valiyath Institute Of Medical Sciences, Kollam",
73,"Valiyath Institute Of Medical Sciences, Kollam",
74,"Valiyath Institute Of Medical Sciences, Kollam",
75,"Valiyath Institute Of Medical Sciences, Kollam","HOTEL'S NAME:
Hotel Comfort Regency
STAR RTAING:
2
HOTEL'S DISTANCE FROM HOSPITAL (IN KM):
1.0
ROOM COUNT:
35
PRICE RANGE (INR):
1500
PRICE RANGE (USD):
20
HOTELS LINK:
http://hotelcomfortregency.com/"
76,"Valiyath Institute Of Medical Sciences, Kollam","HOTEL'S NAME:
Hotel Grande Muscat
STAR RTAING:
2
HOTEL'S DISTANCE FROM HOSPITAL (IN KM):
1.0
ROOM COUNT:
43
PRICE RANGE (INR):
1500
PRICE RANGE (USD):
20
HOTELS LINK:
http://grandemuscat.com/"
77,"Valiyath Institute Of Medical Sciences, Kollam","SIGHT'S NAME:
Thangassery Light House
SIGHTS' ADDRESS:
Kollam
SIGHT DISTANCE FROM HOSPITAL (IN KM):
22.0
CONNECTIVITY:
KSRTC, Local Bus, Auto
HOTELS LINK:
- Not Available -
TRAVEL AGENCY DETAILS
AGENCY NAME:
Ola Cabs
AGENCY WEBSITE:
olacabs.com
AGENCY CONTACT:
080-67350900"
78,"Valiyath Institute Of Medical Sciences, Kollam","MARKET NAME:
Chalai Bazaar
MARKET IS KNOWN FOR:
Fruits, Jewellery, Hardware, Painting, Clothing, Accessories
RESTURANTS IN MARKET PLACE:
Sea Food, Indian, Street Food
RELIGIOUS PLACES IN MARKET:
Puthiyakave Temple"
79,"Sunrise Hospital, Cochin","APPOINTMENT LINK
- not available -"
80,"Sunrise Hospital, Cochin","INTERNATIONAL CUISINES
* Indian"
81,"Sunrise Hospital, Cochin","INTERNATIONAL RECOGNITIONS
- Not Available -"
82,"Sunrise Hospital, Cochin","ISO DETAILS
- Not Available -"
83,"Sunrise Hospital, Cochin","LANGUAGES
* Arabic"
84,"Sunrise Hospital, Cochin","CERTIFICATES
- Not Available -"
85,"Sunrise Hospital, Cochin","ROOMS
* Multiple Beds"
86,"Sunrise Hospital, Cochin",
87,"Sunrise Hospital, Cochin",
88,"Sunrise Hospital, Cochin",
89,"Sunrise Hospital, Cochin",
90,"Sunrise Hospital, Cochin",
91,"Sunrise Hospital, Cochin",
92,"Sunrise Hospital, Cochin",
93,"Sunrise Hospital, Cochin",
94,"Sunrise Hospital, Cochin",
95,"Sunrise Hospital, Cochin",
96,"Sunrise Hospital, Cochin",
97,"Sunrise Hospital, Cochin",
98,"Sunrise Hospital, Cochin",
99,"Sunrise Hospital, Cochin",
100,"Sunrise Hospital, Cochin",
101,"Sunrise Hospital, Cochin",
102,"Sunrise Hospital, Cochin",
103,"Sunrise Hospital, Cochin",
104,"Sunrise Hospital, Cochin",
105,"Sunrise Hospital, Cochin",
106,"Sunrise Hospital, Cochin",
107,"Sunrise Hospital, Cochin",
108,"Sunrise Hospital, Cochin",
109,"Sunrise Hospital, Cochin",
110,"Sunrise Hospital, Cochin",
111,"Sunrise Hospital, Cochin",
112,"Sunrise Hospital, Cochin",
113,"Sunrise Hospital, Cochin",
114,"Sunrise Hospital, Cochin",
115,"Sunrise Hospital, Cochin",
116,"Sunrise Hospital, Cochin",
117,"Sunrise Hospital, Cochin",
118,"Sunrise Hospital, Cochin",
119,"Sunrise Hospital, Cochin",
120,"Sunrise Hospital, Cochin",
121,"Sunrise Hospital, Cochin",
122,"Sunrise Hospital, Cochin",
123,"Sunrise Hospital, Cochin",
124,"Sunrise Hospital, Cochin",
125,"Sunrise Hospital, Cochin",
126,"Sunrise Hospital, Cochin",
127,"Sunrise Hospital, Cochin",
128,"Sunrise Hospital, Cochin",
129,"Sunrise Hospital, Cochin",
130,"Sunrise Hospital, Cochin",
131,"Sunrise Hospital, Cochin",
132,"Sunrise Hospital, Cochin",
133,"Sunrise Hospital, Cochin",
134,"Sunrise Hospital, Cochin",
135,"Sunrise Hospital, Cochin",
136,"Sunrise Hospital, Cochin",
137,"Sunrise Hospital, Cochin",
138,"Sunrise Hospital, Cochin",
139,"Sunrise Hospital, Cochin",
140,"Sunrise Hospital, Cochin",
141,"Sunrise Hospital, Cochin",
142,"Sunrise Hospital, Cochin",
143,"Sunrise Hospital, Cochin",
144,"Sunrise Hospital, Cochin",
145,"Sunrise Hospital, Cochin",
146,"Sunrise Hospital, Cochin",
147,"Sunrise Hospital, Cochin",
148,"Sunrise Hospital, Cochin",
149,"Sunrise Hospital, Cochin",
150,"Sunrise Hospital, Cochin",
151,"Sunrise Hospital, Cochin",
152,"Sunrise Hospital, Cochin",
153,"Sunrise Hospital, Cochin",
154,"Sunrise Hospital, Cochin",
155,"Sunrise Hospital, Cochin","HOTEL'S NAME:
Trident Cochin
STAR RTAING:
5
HOTEL'S DISTANCE FROM HOSPITAL (IN KM):
4.0
ROOM COUNT:
85
PRICE RANGE (INR):
4500
PRICE RANGE (USD):
60
HOTELS LINK:
http://tridenthotels.com"
156,"Sunrise Hospital, Cochin","HOTEL'S NAME:
The Gateway Hotel
STAR RTAING:
5
HOTEL'S DISTANCE FROM HOSPITAL (IN KM):
5.0
ROOM COUNT:
108
PRICE RANGE (INR):
4300
PRICE RANGE (USD):
57
HOTELS LINK:
http://tajhotels.com"
157,"Sunrise Hospital, Cochin","SIGHT'S NAME:
Museum Of Kerala History
SIGHTS' ADDRESS:
Salem - Kochi Hwy, Near Hotel Seagate, Koonamthai, Edappally, Ernakulam, Kerala 682024
SIGHT DISTANCE FROM HOSPITAL (IN KM):
8.0
CONNECTIVITY:
CAB
HOTELS LINK:
- Not Available -
TRAVEL AGENCY DETAILS
AGENCY NAME:
Ola Cabs
AGENCY WEBSITE:
olacabs.com
AGENCY CONTACT:
080-67350900"
158,"Sunrise Hospital, Cochin","MARKET NAME:
Kakkanad Public Market
MARKET IS KNOWN FOR:
House Hold Items
RESTURANTS IN MARKET PLACE:
Indian, Local, Family Type, Etc
RELIGIOUS PLACES IN MARKET:
ALL"
159,"Sreepathy Ayurveda Hospital ,Cochin","APPOINTMENT LINK
http://www.sreepathyayurveda.com"
160,"Sreepathy Ayurveda Hospital ,Cochin","INTERNATIONAL CUISINES
* Indian"
161,"Sreepathy Ayurveda Hospital ,Cochin","INTERNATIONAL RECOGNITIONS
- Not Available -"
162,"Sreepathy Ayurveda Hospital ,Cochin","ISO DETAILS
- Not Available -"
163,"Sreepathy Ayurveda Hospital ,Cochin","LANGUAGES
* English"
164,"Sreepathy Ayurveda Hospital ,Cochin","CERTIFICATES
- Not Available -"
165,"Sreepathy Ayurveda Hospital ,Cochin","ROOMS
* Deluxe
* Suites
* Special Rooms"
166,"Sreepathy Ayurveda Hospital ,Cochin",
167,"Sreepathy Ayurveda Hospital ,Cochin",
168,"Sreepathy Ayurveda Hospital ,Cochin",
169,"Sreepathy Ayurveda Hospital ,Cochin",
170,"Sreepathy Ayurveda Hospital ,Cochin",
171,"Sreepathy Ayurveda Hospital ,Cochin",
172,"Sreepathy Ayurveda Hospital ,Cochin",
173,"Sreepathy Ayurveda Hospital ,Cochin",
174,"Sreepathy Ayurveda Hospital ,Cochin",
175,"Sreepathy Ayurveda Hospital ,Cochin",
176,"Sreepathy Ayurveda Hospital ,Cochin",
177,"Sreepathy Ayurveda Hospital ,Cochin",
178,"Sreepathy Ayurveda Hospital ,Cochin",
179,"Sreepathy Ayurveda Hospital ,Cochin",
180,"Sreepathy Ayurveda Hospital ,Cochin",
181,"Sreepathy Ayurveda Hospital ,Cochin",
182,"Sreepathy Ayurveda Hospital ,Cochin",
183,"Sreepathy Ayurveda Hospital ,Cochin",
184,"Sreepathy Ayurveda Hospital ,Cochin",
185,"Sreepathy Ayurveda Hospital ,Cochin",
186,"Sreepathy Ayurveda Hospital ,Cochin",
187,"Sreepathy Ayurveda Hospital ,Cochin",
188,"Sreepathy Ayurveda Hospital ,Cochin",
189,"Sreepathy Ayurveda Hospital ,Cochin",
190,"Sreepathy Ayurveda Hospital ,Cochin",
191,"Sreepathy Ayurveda Hospital ,Cochin",
192,"Sreepathy Ayurveda Hospital ,Cochin",
193,"Sreepathy Ayurveda Hospital ,Cochin",
194,"Sreepathy Ayurveda Hospital ,Cochin",
195,"Sreepathy Ayurveda Hospital ,Cochin","HOTEL'S NAME:
Orchid Residency
STAR RTAING:
2
HOTEL'S DISTANCE FROM HOSPITAL (IN KM):
2.0
ROOM COUNT:
36
PRICE RANGE (INR):
2200
PRICE RANGE (USD):
29
HOTELS LINK:
http://orchidresidency.com/"
196,"Sreepathy Ayurveda Hospital ,Cochin","HOTEL'S NAME:
Trident Cochin
STAR RTAING:
5
HOTEL'S DISTANCE FROM HOSPITAL (IN KM):
4.0
ROOM COUNT:
85
PRICE RANGE (INR):
4500
PRICE RANGE (USD):
59
HOTELS LINK:
http://tridenthotels.com"
197,"Sreepathy Ayurveda Hospital ,Cochin","SIGHT'S NAME:
Marari Beach
SIGHTS' ADDRESS:
Chetharla
SIGHT DISTANCE FROM HOSPITAL (IN KM):
14.0
CONNECTIVITY:
Bus/Cab
HOTELS LINK:
- Not Available -
TRAVEL AGENCY DETAILS
AGENCY NAME:
Ola Cabs
AGENCY WEBSITE:
olacabs.com
AGENCY CONTACT:
080-67350900"
198,"Sreepathy Ayurveda Hospital ,Cochin","MARKET NAME:
Gold Souk Grande
MARKET IS KNOWN FOR:
Luxury Brands, Electronics, Jewellery, Casual & Kids Wear, Footwear, Bags & Luggage, Entertainment
RESTURANTS IN MARKET PLACE:
Indian, European, Chinese, Continental, Beverages, Fast Food, Café, Pubs. Food Court
RELIGIOUS PLACES IN MARKET:
Temple –Ettumanoor Shiva | Church – Santa Cruz Basilica"
199,"Sreedhareeyam Ayurvedic Eye Hospital & Research Centre, Cochin","APPOINTMENT LINK
http://www.sreedhareeyam.com"
200,"Sreedhareeyam Ayurvedic Eye Hospital & Research Centre, Cochin","INTERNATIONAL CUISINES
- Not Available -"
201,"Sreedhareeyam Ayurvedic Eye Hospital & Research Centre, Cochin","INTERNATIONAL RECOGNITIONS
- Not Available -"
202,"Sreedhareeyam Ayurvedic Eye Hospital & Research Centre, Cochin","ISO DETAILS
- Not Available -"
203,"Sreedhareeyam Ayurvedic Eye Hospital & Research Centre, Cochin","LANGUAGES
* English"
204,"Sreedhareeyam Ayurvedic Eye Hospital & Research Centre, Cochin","CERTIFICATES
* NABH"
205,"Sreedhareeyam Ayurvedic Eye Hospital & Research Centre, Cochin",
206,"Sreedhareeyam Ayurvedic Eye Hospital & Research Centre, Cochin",
207,"Sreedhareeyam Ayurvedic Eye Hospital & Research Centre, Cochin",
208,"Sreedhareeyam Ayurvedic Eye Hospital & Research Centre, Cochin",
209,"Sreedhareeyam Ayurvedic Eye Hospital & Research Centre, Cochin",
210,"Sreedhareeyam Ayurvedic Eye Hospital & Research Centre, Cochin",
211,"Sreedhareeyam Ayurvedic Eye Hospital & Research Centre, Cochin",
212,"Sreedhareeyam Ayurvedic Eye Hospital & Research Centre, Cochin",
213,"Sreedhareeyam Ayurvedic Eye Hospital & Research Centre, Cochin",
214,"Sreedhareeyam Ayurvedic Eye Hospital & Research Centre, Cochin",
215,"Sreedhareeyam Ayurvedic Eye Hospital & Research Centre, Cochin",
216,"Sreedhareeyam Ayurvedic Eye Hospital & Research Centre, Cochin",
217,"Sreedhareeyam Ayurvedic Eye Hospital & Research Centre, Cochin",
218,"Sreedhareeyam Ayurvedic Eye Hospital & Research Centre, Cochin",
219,"Sreedhareeyam Ayurvedic Eye Hospital & Research Centre, Cochin",
220,"Sreedhareeyam Ayurvedic Eye Hospital & Research Centre, Cochin",
221,"Sreedhareeyam Ayurvedic Eye Hospital & Research Centre, Cochin",
222,"Sreedhareeyam Ayurvedic Eye Hospital & Research Centre, Cochin",
223,"Sreedhareeyam Ayurvedic Eye Hospital & Research Centre, Cochin",
224,"Sreedhareeyam Ayurvedic Eye Hospital & Research Centre, Cochin",
225,"Sreedhareeyam Ayurvedic Eye Hospital & Research Centre, Cochin",
226,"Sreedhareeyam Ayurvedic Eye Hospital & Research Centre, Cochin",
227,"Sreedhareeyam Ayurvedic Eye Hospital & Research Centre, Cochin",
228,"Sreedhareeyam Ayurvedic Eye Hospital & Research Centre, Cochin",
229,"Sreedhareeyam Ayurvedic Eye Hospital & Research Centre, Cochin",
230,"Sreedhareeyam Ayurvedic Eye Hospital & Research Centre, Cochin",
231,"Sreedhareeyam Ayurvedic Eye Hospital & Research Centre, Cochin",
232,"Sreedhareeyam Ayurvedic Eye Hospital & Research Centre, Cochin",
233,"Sreedhareeyam Ayurvedic Eye Hospital & Research Centre, Cochin",
234,"Sreedhareeyam Ayurvedic Eye Hospital & Research Centre, Cochin",
235,"Sreedhareeyam Ayurvedic Eye Hospital & Research Centre, Cochin",
236,"Sreedhareeyam Ayurvedic Eye Hospital & Research Centre, Cochin",
237,"Sreedhareeyam Ayurvedic Eye Hospital & Research Centre, Cochin",
238,"Sreedhareeyam Ayurvedic Eye Hospital & Research Centre, Cochin",
239,"Sreedhareeyam Ayurvedic Eye Hospital & Research Centre, Cochin",
240,"Sreedhareeyam Ayurvedic Eye Hospital & Research Centre, Cochin",
241,"Sreedhareeyam Ayurvedic Eye Hospital & Research Centre, Cochin",
242,"Sreedhareeyam Ayurvedic Eye Hospital & Research Centre, Cochin","HOTEL'S NAME:
Trident Cochin
STAR RTAING:
5
HOTEL'S DISTANCE FROM HOSPITAL (IN KM):
4.0
ROOM COUNT:
85
PRICE RANGE (INR):
4500
PRICE RANGE (USD):
59
HOTELS LINK:
http://tridenthotels.com"
243,"Sreedhareeyam Ayurvedic Eye Hospital & Research Centre, Cochin","HOTEL'S NAME:
The Gateway Hotel
STAR RTAING:
5
HOTEL'S DISTANCE FROM HOSPITAL (IN KM):
5.0
ROOM COUNT:
108
PRICE RANGE (INR):
4200
PRICE RANGE (USD):
55
HOTELS LINK:
http://tajhotels.com"
244,"Sreedhareeyam Ayurvedic Eye Hospital & Research Centre, Cochin","SIGHT'S NAME:
Hill Palace
SIGHTS' ADDRESS:
Hill Palace Rd, Karingachira, Thrippunithura, Ernakulam, Kerala
SIGHT DISTANCE FROM HOSPITAL (IN KM):
14.0
CONNECTIVITY:
Bus/Cab
HOTELS LINK:
- Not Available -
TRAVEL AGENCY DETAILS
AGENCY NAME:
Ola Cabs
AGENCY WEBSITE:
olacabs.com
AGENCY CONTACT:
080-67350900"
245,"Sreedhareeyam Ayurvedic Eye Hospital & Research Centre, Cochin","MARKET NAME:
Gold Souk Grande
MARKET IS KNOWN FOR:
Luxury Brands, Electronics, Jewellery, Casual & Kids Wear, Footwear, Bags & Luggage, Entertainment
RESTURANTS IN MARKET PLACE:
Indian, European, Chinese, Continental, Beverages, Fast Food, Café, Pubs. Food Court
RELIGIOUS PLACES IN MARKET:
Temple –Ettumanoor Shiva Temple Church – Santa Cruz Basilica"
246,"Somatheeram Ayurveda Resort, Trivandrum","APPOINTMENT LINK
http://www.somatheeram.in"
247,"Somatheeram Ayurveda Resort, Trivandrum","INTERNATIONAL CUISINES
* Indian"
248,"Somatheeram Ayurveda Resort, Trivandrum","INTERNATIONAL RECOGNITIONS
- Not Available -"
249,"Somatheeram Ayurveda Resort, Trivandrum","ISO DETAILS
- Not Available -"
250,"Somatheeram Ayurveda Resort, Trivandrum","LANGUAGES
* Arabic
* French
* Russian
* German
* Spanish"
251,"Somatheeram Ayurveda Resort, Trivandrum","CERTIFICATES
- Not Available -"
252,"Somatheeram Ayurveda Resort, Trivandrum","ROOMS
* Deluxe
* Suites
* Special Rooms
* Executive"
253,"Somatheeram Ayurveda Resort, Trivandrum",
254,"Somatheeram Ayurveda Resort, Trivandrum",
255,"Somatheeram Ayurveda Resort, Trivandrum",
256,"Somatheeram Ayurveda Resort, Trivandrum",
