,Hospitals,Hotels
43,PREM SUKH HOSPITAL AND DIALYSIS CENTRE,
44,PREM SUKH HOSPITAL AND DIALYSIS CENTRE,
45,PREM SUKH HOSPITAL AND DIALYSIS CENTRE,
46,PREM SUKH HOSPITAL AND DIALYSIS CENTRE,
47,PREM SUKH HOSPITAL AND DIALYSIS CENTRE,
48,PREM SUKH HOSPITAL AND DIALYSIS CENTRE,
49,PREM SUKH HOSPITAL AND DIALYSIS CENTRE,
50,PREM SUKH HOSPITAL AND DIALYSIS CENTRE,
51,PREM SUKH HOSPITAL AND DIALYSIS CENTRE,
52,PREM SUKH HOSPITAL AND DIALYSIS CENTRE,
53,PREM SUKH HOSPITAL AND DIALYSIS CENTRE,
54,PREM SUKH HOSPITAL AND DIALYSIS CENTRE,
55,PREM SUKH HOSPITAL AND DIALYSIS CENTRE,
56,PREM SUKH HOSPITAL AND DIALYSIS CENTRE,
57,PREM SUKH HOSPITAL AND DIALYSIS CENTRE,
58,PREM SUKH HOSPITAL AND DIALYSIS CENTRE,
59,PREM SUKH HOSPITAL AND DIALYSIS CENTRE,
60,PREM SUKH HOSPITAL AND DIALYSIS CENTRE,
61,PREM SUKH HOSPITAL AND DIALYSIS CENTRE,
62,PREM SUKH HOSPITAL AND DIALYSIS CENTRE,
63,PREM SUKH HOSPITAL AND DIALYSIS CENTRE,
64,PREM SUKH HOSPITAL AND DIALYSIS CENTRE,
65,PREM SUKH HOSPITAL AND DIALYSIS CENTRE,
66,PREM SUKH HOSPITAL AND DIALYSIS CENTRE,
67,PREM SUKH HOSPITAL AND DIALYSIS CENTRE,
68,PREM SUKH HOSPITAL AND DIALYSIS CENTRE,
69,PREM SUKH HOSPITAL AND DIALYSIS CENTRE,
70,PREM SUKH HOSPITAL AND DIALYSIS CENTRE,
71,PREM SUKH HOSPITAL AND DIALYSIS CENTRE,
72,PREM SUKH HOSPITAL AND DIALYSIS CENTRE,
73,PREM SUKH HOSPITAL AND DIALYSIS CENTRE,"HOTEL'S NAME:
North Star Residency
STAR RTAING:
2
HOTEL'S DISTANCE FROM HOSPITAL (IN KM):
0.7
ROOM COUNT:
20
PRICE RANGE (INR):
900
PRICE RANGE (USD):
13
HOTELS LINK:
northstarresidency.in"
74,PREM SUKH HOSPITAL AND DIALYSIS CENTRE,"HOTEL'S NAME:
Lakshmi Guest House
STAR RTAING:
2
HOTEL'S DISTANCE FROM HOSPITAL (IN KM):
0.4
ROOM COUNT:
30
PRICE RANGE (INR):
650
PRICE RANGE (USD):
9
HOTELS LINK:
lakshmiguesthouse.com"
75,PREM SUKH HOSPITAL AND DIALYSIS CENTRE,"SIGHT'S NAME:
Clock Tower
SIGHTS' ADDRESS:
Clock Tower, Paltan Bazaar, Dehradun, Uttarakhand 248001
SIGHT DISTANCE FROM HOSPITAL (IN KM):
2.4
CONNECTIVITY:
Taxi
HOTELS LINK:
- Not Available -
TRAVEL AGENCY DETAILS
AGENCY NAME:
Ola Cabs
AGENCY WEBSITE:
olacabs.com
AGENCY CONTACT:
080-67350900"
76,PREM SUKH HOSPITAL AND DIALYSIS CENTRE,"MARKET NAME:
Rama Market
MARKET IS KNOWN FOR:
Household Items
RESTURANTS IN MARKET PLACE:
Casual, Fast Food, Local, Family Type
RELIGIOUS PLACES IN MARKET:
Shri Parmahant Adatya Mat Shri Mandir - Shri Anadpur Sathsang Ashram"
77,APEX HOSPITAL,"APPOINTMENT LINK
www.apexhospitalamritsar.com"
78,APEX HOSPITAL,"INTERNATIONAL CUISINES
- Not Available -"
79,APEX HOSPITAL,"INTERNATIONAL RECOGNITIONS
DR SOMIL KANSAL HAS MANY ARTICLES PUBLISHED IN INTERNATIONAL JOURNALS."
80,APEX HOSPITAL,"ISO DETAILS
EC/QMS/0318AO/7273"
81,APEX HOSPITAL,"LANGUAGES
* English
* Arabic
* Hindi"
82,APEX HOSPITAL,"CERTIFICATES
* NABH"
83,APEX HOSPITAL,
84,APEX HOSPITAL,
85,APEX HOSPITAL,
86,APEX HOSPITAL,
87,APEX HOSPITAL,
88,APEX HOSPITAL,
89,APEX HOSPITAL,
90,APEX HOSPITAL,
91,APEX HOSPITAL,
92,APEX HOSPITAL,
93,APEX HOSPITAL,
94,APEX HOSPITAL,
95,APEX HOSPITAL,
96,APEX HOSPITAL,
97,APEX HOSPITAL,
98,APEX HOSPITAL,
99,APEX HOSPITAL,
100,APEX HOSPITAL,
101,APEX HOSPITAL,
102,APEX HOSPITAL,
103,APEX HOSPITAL,
104,APEX HOSPITAL,
105,APEX HOSPITAL,
106,APEX HOSPITAL,
107,APEX HOSPITAL,
108,APEX HOSPITAL,
109,APEX HOSPITAL,
110,APEX HOSPITAL,
111,APEX HOSPITAL,
112,APEX HOSPITAL,
113,APEX HOSPITAL,
114,APEX HOSPITAL,
115,APEX HOSPITAL,
116,APEX HOSPITAL,
117,APEX HOSPITAL,
118,APEX HOSPITAL,
119,APEX HOSPITAL,
120,APEX HOSPITAL,
121,APEX HOSPITAL,
122,APEX HOSPITAL,
123,APEX HOSPITAL,
124,APEX HOSPITAL,
125,APEX HOSPITAL,
126,APEX HOSPITAL,
127,APEX HOSPITAL,
128,APEX HOSPITAL,"HOTEL'S NAME:
Hotel Randhawa International
STAR RTAING:
3
HOTEL'S DISTANCE FROM HOSPITAL (IN KM):
1.0
ROOM COUNT:
60
PRICE RANGE (INR):
2500
PRICE RANGE (USD):
33
HOTELS LINK:
hotelrandhawainternational.com"
129,APEX HOSPITAL,"HOTEL'S NAME:
OYO 15652 Hotel 51
STAR RTAING:
2
HOTEL'S DISTANCE FROM HOSPITAL (IN KM):
1.2
ROOM COUNT:
28
PRICE RANGE (INR):
1000
PRICE RANGE (USD):
13
HOTELS LINK:
oyorooms"
130,APEX HOSPITAL,"SIGHT'S NAME:
Partition Museum
SIGHTS' ADDRESS:
JVGH+7J Katra Ahluwalia, Amritsar, Punjab
SIGHT DISTANCE FROM HOSPITAL (IN KM):
4.0
CONNECTIVITY:
Cab
HOTELS LINK:
- Not Available -
TRAVEL AGENCY DETAILS
AGENCY NAME:
Ola Cabs
AGENCY WEBSITE:
olacabs.com
AGENCY CONTACT:
080-67350900"
131,APEX HOSPITAL,"MARKET NAME:
Bohar Wala Shiwala Market
MARKET IS KNOWN FOR:
Street Food
RESTURANTS IN MARKET PLACE:
Local, Fast Food, Family Type Etc.
RELIGIOUS PLACES IN MARKET:
Temple"
0,Institute Of Reproduction And Child Cares,"APPOINTMENT LINK
www.ircchospital.com"
1,Institute Of Reproduction And Child Cares,"INTERNATIONAL CUISINES
- Not Available -"
2,Institute Of Reproduction And Child Cares,"INTERNATIONAL RECOGNITIONS
- Not Available -"
3,Institute Of Reproduction And Child Cares,"ISO DETAILS
- Not Available -"
4,Institute Of Reproduction And Child Cares,"LANGUAGES
* English
* Hindi"
5,Institute Of Reproduction And Child Cares,"CERTIFICATES
* NABH"
6,Institute Of Reproduction And Child Cares,"ROOMS
* Multiple Beds
* Deluxe
* Special Rooms
* Multiple Beds
* Twin Sharing"
7,Institute Of Reproduction And Child Cares,
8,Institute Of Reproduction And Child Cares,
9,Institute Of Reproduction And Child Cares,
10,Institute Of Reproduction And Child Cares,
11,Institute Of Reproduction And Child Cares,
12,Institute Of Reproduction And Child Cares,
13,Institute Of Reproduction And Child Cares,
14,Institute Of Reproduction And Child Cares,
15,Institute Of Reproduction And Child Cares,
16,Institute Of Reproduction And Child Cares,
17,Institute Of Reproduction And Child Cares,
18,Institute Of Reproduction And Child Cares,
19,Institute Of Reproduction And Child Cares,
20,Institute Of Reproduction And Child Cares,
21,Institute Of Reproduction And Child Cares,
22,Institute Of Reproduction And Child Cares,
23,Institute Of Reproduction And Child Cares,
24,Institute Of Reproduction And Child Cares,
25,Institute Of Reproduction And Child Cares,
26,Institute Of Reproduction And Child Cares,
27,Institute Of Reproduction And Child Cares,
28,Institute Of Reproduction And Child Cares,
29,Institute Of Reproduction And Child Cares,
30,Institute Of Reproduction And Child Cares,
31,Institute Of Reproduction And Child Cares,
32,Institute Of Reproduction And Child Cares,
33,Institute Of Reproduction And Child Cares,
34,Institute Of Reproduction And Child Cares,
35,Institute Of Reproduction And Child Cares,
36,Institute Of Reproduction And Child Cares,
37,Institute Of Reproduction And Child Cares,
38,Institute Of Reproduction And Child Cares,
39,Institute Of Reproduction And Child Cares,
40,Institute Of Reproduction And Child Cares,
41,Institute Of Reproduction And Child Cares,
42,Institute Of Reproduction And Child Cares,
43,Institute Of Reproduction And Child Cares,
44,Institute Of Reproduction And Child Cares,"HOTEL'S NAME:
Hometel Chandigarh
STAR RTAING:
3
HOTEL'S DISTANCE FROM HOSPITAL (IN KM):
3.0
ROOM COUNT:
164
PRICE RANGE (INR):
3600
PRICE RANGE (USD):
45
HOTELS LINK:
sarovarhotels.com"
45,Institute Of Reproduction And Child Cares,"HOTEL'S NAME:
Hotel Solitaire
STAR RTAING:
3
HOTEL'S DISTANCE FROM HOSPITAL (IN KM):
2.0
ROOM COUNT:
24
PRICE RANGE (INR):
2700
PRICE RANGE (USD):
37
HOTELS LINK:
hotelsolitaire.com"
46,Institute Of Reproduction And Child Cares,"HOTEL'S NAME:
Hometel Chandigarh
STAR RTAING:
3
HOTEL'S DISTANCE FROM HOSPITAL (IN KM):
3.0
ROOM COUNT:
164
PRICE RANGE (INR):
32
PRICE RANGE (USD):
45
HOTELS LINK:
sarovarhotels.com"
47,Institute Of Reproduction And Child Cares,"HOTEL'S NAME:
Hotel Solitaire
STAR RTAING:
3
HOTEL'S DISTANCE FROM HOSPITAL (IN KM):
2.0
ROOM COUNT:
24
PRICE RANGE (INR):
2700
PRICE RANGE (USD):
37
HOTELS LINK:
hotelsolitaire.com"
48,Institute Of Reproduction And Child Cares,"SIGHT'S NAME:
Cactus Garden
SIGHTS' ADDRESS:
Panchkula Urban Estate, Sector 5, Panchkula, Haryana 134108
SIGHT DISTANCE FROM HOSPITAL (IN KM):
3.0
CONNECTIVITY:
Rikshaw
HOTELS LINK:
- Not Available -
TRAVEL AGENCY DETAILS
AGENCY NAME:
Ola Cabs
AGENCY WEBSITE:
olacabs.com
AGENCY CONTACT:
080-67350900"
49,Institute Of Reproduction And Child Cares,"SIGHT'S NAME:
Cactus Garden
SIGHTS' ADDRESS:
Panchkula Urban Estate, Sector 5, Panchkula, Haryana 134108
SIGHT DISTANCE FROM HOSPITAL (IN KM):
3.0
CONNECTIVITY:
Rikshaw
HOTELS LINK:
- Not Available -
TRAVEL AGENCY DETAILS
AGENCY NAME:
Ola Cabs
AGENCY WEBSITE:
olacabs.com
AGENCY CONTACT:
080-67350900"
50,Institute Of Reproduction And Child Cares,"MARKET NAME:
Sector 5 Veg Market
MARKET IS KNOWN FOR:
Vegitables
RESTURANTS IN MARKET PLACE:
Fast Food
RELIGIOUS PLACES IN MARKET:
Gauri Shankar Temple"
51,Institute Of Reproduction And Child Cares,"MARKET NAME:
Sector 5 Veg Market
MARKET IS KNOWN FOR:
Vegitables
RESTURANTS IN MARKET PLACE:
Fast Food
RELIGIOUS PLACES IN MARKET:
Gauri Shankar Temple"
52,APEX HOSPITAL,"APPOINTMENT LINK
www.apexhospitalamritsar.com"
53,APEX HOSPITAL,"INTERNATIONAL CUISINES
- Not Available -"
54,APEX HOSPITAL,"INTERNATIONAL RECOGNITIONS
DR SOMIL KANSAL HAS MANY ARTICLES PUBLISHED IN INTERNATIONAL JOURNALS."
55,APEX HOSPITAL,"ISO DETAILS
EC/QMS/0318AO/7273"
56,APEX HOSPITAL,"LANGUAGES
* English
* Arabic
* Hindi"
57,APEX HOSPITAL,"CERTIFICATES
* NABH"
58,APEX HOSPITAL,
59,APEX HOSPITAL,
60,APEX HOSPITAL,
61,APEX HOSPITAL,
62,APEX HOSPITAL,
63,APEX HOSPITAL,
64,APEX HOSPITAL,
65,APEX HOSPITAL,
66,APEX HOSPITAL,
67,APEX HOSPITAL,
68,APEX HOSPITAL,
69,APEX HOSPITAL,
70,APEX HOSPITAL,
71,APEX HOSPITAL,
72,APEX HOSPITAL,
73,APEX HOSPITAL,
74,APEX HOSPITAL,
75,APEX HOSPITAL,
76,APEX HOSPITAL,
77,APEX HOSPITAL,
78,APEX HOSPITAL,
79,APEX HOSPITAL,
80,APEX HOSPITAL,
81,APEX HOSPITAL,
82,APEX HOSPITAL,
83,APEX HOSPITAL,
84,APEX HOSPITAL,
85,APEX HOSPITAL,
86,APEX HOSPITAL,
87,APEX HOSPITAL,
88,APEX HOSPITAL,
89,APEX HOSPITAL,
90,APEX HOSPITAL,
91,APEX HOSPITAL,
92,APEX HOSPITAL,
93,APEX HOSPITAL,
94,APEX HOSPITAL,
95,APEX HOSPITAL,
96,APEX HOSPITAL,
97,APEX HOSPITAL,
98,APEX HOSPITAL,
99,APEX HOSPITAL,
100,APEX HOSPITAL,
101,APEX HOSPITAL,
102,APEX HOSPITAL,
103,APEX HOSPITAL,"HOTEL'S NAME:
Hotel Randhawa International
STAR RTAING:
3
HOTEL'S DISTANCE FROM HOSPITAL (IN KM):
1.0
ROOM COUNT:
60
PRICE RANGE (INR):
2500
PRICE RANGE (USD):
33
HOTELS LINK:
hotelrandhawainternational.com"
104,APEX HOSPITAL,"HOTEL'S NAME:
OYO 15652 Hotel 51
STAR RTAING:
2
HOTEL'S DISTANCE FROM HOSPITAL (IN KM):
1.2
ROOM COUNT:
28
PRICE RANGE (INR):
1000
PRICE RANGE (USD):
13
HOTELS LINK:
oyorooms"
105,APEX HOSPITAL,"SIGHT'S NAME:
Partition Museum
SIGHTS' ADDRESS:
JVGH+7J Katra Ahluwalia, Amritsar, Punjab
SIGHT DISTANCE FROM HOSPITAL (IN KM):
4.0
CONNECTIVITY:
Cab
HOTELS LINK:
- Not Available -
TRAVEL AGENCY DETAILS
AGENCY NAME:
Ola Cabs
AGENCY WEBSITE:
olacabs.com
AGENCY CONTACT:
080-67350900"
106,APEX HOSPITAL,"MARKET NAME:
Bohar Wala Shiwala Market
MARKET IS KNOWN FOR:
Street Food
RESTURANTS IN MARKET PLACE:
Local, Fast Food, Family Type Etc.
RELIGIOUS PLACES IN MARKET:
Temple"
107,Kailash Hospitals & Healthcare,"APPOINTMENT LINK
groupceo@kailashhealthcare.com"
108,Kailash Hospitals & Healthcare,"INTERNATIONAL CUSINES
Non Veg"
109,Kailash Hospitals & Healthcare,"INTERNATIONAL RECOGNITIONS
- Not Available -"
110,Kailash Hospitals & Healthcare,"ISO DETAILS
- Not Available -"
111,Kailash Hospitals & Healthcare,"LANGUAGES
* Arabic
* English"
112,Kailash Hospitals & Healthcare,"CERTIFICATES
* NABH
* NABL"
113,Kailash Hospitals & Healthcare,
114,Kailash Hospitals & Healthcare,
115,Kailash Hospitals & Healthcare,
116,Kailash Hospitals & Healthcare,
117,Kailash Hospitals & Healthcare,
118,Kailash Hospitals & Healthcare,
119,Kailash Hospitals & Healthcare,
120,Kailash Hospitals & Healthcare,
121,Kailash Hospitals & Healthcare,
122,Kailash Hospitals & Healthcare,
123,Kailash Hospitals & Healthcare,
124,Kailash Hospitals & Healthcare,
125,Kailash Hospitals & Healthcare,
126,Kailash Hospitals & Healthcare,
127,Kailash Hospitals & Healthcare,
128,Kailash Hospitals & Healthcare,
129,Kailash Hospitals & Healthcare,
130,Kailash Hospitals & Healthcare,
131,Kailash Hospitals & Healthcare,
132,Kailash Hospitals & Healthcare,
133,Kailash Hospitals & Healthcare,
134,Kailash Hospitals & Healthcare,
135,Kailash Hospitals & Healthcare,
136,Kailash Hospitals & Healthcare,
137,Kailash Hospitals & Healthcare,
138,Kailash Hospitals & Healthcare,
139,Kailash Hospitals & Healthcare,
140,Kailash Hospitals & Healthcare,
141,Kailash Hospitals & Healthcare,
142,Kailash Hospitals & Healthcare,
143,Kailash Hospitals & Healthcare,
144,Kailash Hospitals & Healthcare,
145,Kailash Hospitals & Healthcare,"HOTEL'S NAME:
OYO 3158 Kusum Villa
STAR RTAING:
2
HOTEL'S DISTANCE FROM HOSPITAL (IN KM):
0.2
ROOM COUNT:
26
PRICE RANGE (INR):
1500
PRICE RANGE (USD):
21
HOTELS LINK:
oyorooms.com"
146,Kailash Hospitals & Healthcare,"HOTEL'S NAME:
Capital O 4029 Cosy Tree Rooms
STAR RTAING:
2
HOTEL'S DISTANCE FROM HOSPITAL (IN KM):
0.6
ROOM COUNT:
31
PRICE RANGE (INR):
1500
PRICE RANGE (USD):
21
HOTELS LINK:
oyorooms.com"
147,Kailash Hospitals & Healthcare,"SIGHT'S NAME:
Akshardham
SIGHTS' ADDRESS:
Noida Mor, Pandav Nagar, New Delhi, Delhi 110092
SIGHT DISTANCE FROM HOSPITAL (IN KM):
9.0
CONNECTIVITY:
Metro, Cab
HOTELS LINK:
- Not Available -
TRAVEL AGENCY DETAILS
AGENCY NAME:
- Not Available -
AGENCY WEBSITE:
- not available -
AGENCY CONTACT:
- Not Available -"
148,Kailash Hospitals & Healthcare,"MARKET NAME:
D-Block Market
MARKET IS KNOWN FOR:
Fast Food, Street Food
RESTURANTS IN MARKET PLACE:
Fast Food, Local, Family Type, Etc.
RELIGIOUS PLACES IN MARKET:
Hindu Temple"
149,St.Philomena'S Hospital,"APPOINTMENT LINK
- not available -"
150,St.Philomena'S Hospital,"INTERNATIONAL CUISINES
- Not Available -"
151,St.Philomena'S Hospital,"INTERNATIONAL RECOGNITIONS
NA"
152,St.Philomena'S Hospital,"ISO DETAILS
-"
153,St.Philomena'S Hospital,"LANGUAGES
* English"
154,St.Philomena'S Hospital,"CERTIFICATES
* NABH"
155,St.Philomena'S Hospital,
156,St.Philomena'S Hospital,
157,St.Philomena'S Hospital,
158,St.Philomena'S Hospital,
159,St.Philomena'S Hospital,
160,St.Philomena'S Hospital,
161,St.Philomena'S Hospital,
162,St.Philomena'S Hospital,
163,St.Philomena'S Hospital,
164,St.Philomena'S Hospital,
165,St.Philomena'S Hospital,
166,St.Philomena'S Hospital,
167,St.Philomena'S Hospital,
168,St.Philomena'S Hospital,
169,St.Philomena'S Hospital,
170,St.Philomena'S Hospital,
171,St.Philomena'S Hospital,
172,St.Philomena'S Hospital,
173,St.Philomena'S Hospital,
174,St.Philomena'S Hospital,
175,St.Philomena'S Hospital,
176,St.Philomena'S Hospital,
177,St.Philomena'S Hospital,
178,St.Philomena'S Hospital,
179,St.Philomena'S Hospital,
180,St.Philomena'S Hospital,
181,St.Philomena'S Hospital,
182,St.Philomena'S Hospital,
183,St.Philomena'S Hospital,
184,St.Philomena'S Hospital,
185,St.Philomena'S Hospital,
186,St.Philomena'S Hospital,
187,St.Philomena'S Hospital,
188,St.Philomena'S Hospital,
189,St.Philomena'S Hospital,
190,St.Philomena'S Hospital,
191,St.Philomena'S Hospital,
192,St.Philomena'S Hospital,
193,St.Philomena'S Hospital,
194,St.Philomena'S Hospital,
195,St.Philomena'S Hospital,
196,St.Philomena'S Hospital,
197,St.Philomena'S Hospital,
198,St.Philomena'S Hospital,
199,St.Philomena'S Hospital,
200,St.Philomena'S Hospital,
201,St.Philomena'S Hospital,
202,St.Philomena'S Hospital,
203,St.Philomena'S Hospital,
204,St.Philomena'S Hospital,
205,St.Philomena'S Hospital,
206,St.Philomena'S Hospital,
207,St.Philomena'S Hospital,
208,St.Philomena'S Hospital,
209,St.Philomena'S Hospital,
210,St.Philomena'S Hospital,
211,St.Philomena'S Hospital,
212,St.Philomena'S Hospital,
213,St.Philomena'S Hospital,
214,St.Philomena'S Hospital,
215,St.Philomena'S Hospital,
216,St.Philomena'S Hospital,
217,St.Philomena'S Hospital,
218,St.Philomena'S Hospital,
219,St.Philomena'S Hospital,
220,St.Philomena'S Hospital,
221,St.Philomena'S Hospital,
222,St.Philomena'S Hospital,
223,St.Philomena'S Hospital,
224,St.Philomena'S Hospital,
225,St.Philomena'S Hospital,
226,St.Philomena'S Hospital,
227,St.Philomena'S Hospital,
228,St.Philomena'S Hospital,
229,St.Philomena'S Hospital,
230,St.Philomena'S Hospital,
231,St.Philomena'S Hospital,
232,St.Philomena'S Hospital,"HOTEL'S NAME:
Hotel Windsor Castle Inn
STAR RTAING:
3
HOTEL'S DISTANCE FROM HOSPITAL (IN KM):
0.7
ROOM COUNT:
57
PRICE RANGE (INR):
1800
PRICE RANGE (USD):
25
HOTELS LINK:
windsorcastleinn.com"
233,St.Philomena'S Hospital,"HOTEL'S NAME:
Treebo Trend Stylotel By Jagdish - Hotel In Brigade Road
STAR RTAING:
3
HOTEL'S DISTANCE FROM HOSPITAL (IN KM):
1.0
ROOM COUNT:
10
PRICE RANGE (INR):
2000
PRICE RANGE (USD):
28
HOTELS LINK:
treebo.com"
234,St.Philomena'S Hospital,"SIGHT'S NAME:
Cubbon Park
SIGHTS' ADDRESS:
Kasturba Road, Behind High Court Of Karnataka Ambedkar Veedhi, Sampangi Rama Nagara, Bengaluru, Karnataka 560001
SIGHT DISTANCE FROM HOSPITAL (IN KM):
4.5
CONNECTIVITY:
Cab
HOTELS LINK:
- Not Available -
TRAVEL AGENCY DETAILS
AGENCY NAME:
Ola Cabs
AGENCY WEBSITE:
olacabs.com
AGENCY CONTACT:
080-67350900"
235,St.Philomena'S Hospital,"MARKET NAME:
Johnson Market
MARKET IS KNOWN FOR:
Meat, Chicken, Fish And Vegetables
RESTURANTS IN MARKET PLACE:
Local, Fast Food, Casual, Family Type
RELIGIOUS PLACES IN MARKET:
Sacred Heart Church"
0,Microcare ENT Hospital & Research Institute,"APPOINTMENT LINK
https://www.microenthospital.com/book-an-appointment.php"
1,Microcare ENT Hospital & Research Institute,"INTERNATIONAL CUISINES
* Indian"
2,Microcare ENT Hospital & Research Institute,"INTERNATIONAL RECOGNITIONS
- Not Available -"
3,Microcare ENT Hospital & Research Institute,"ISO DETAILS
- Not Available -"
4,Microcare ENT Hospital & Research Institute,"LANGUAGES
* English
* Hindi
* Oriya
* Telugu
* Arabic"
5,Microcare ENT Hospital & Research Institute,"CERTIFICATES
* NABH"
6,Microcare ENT Hospital & Research Institute,
7,Microcare ENT Hospital & Research Institute,
8,Microcare ENT Hospital & Research Institute,
9,Microcare ENT Hospital & Research Institute,
10,Microcare ENT Hospital & Research Institute,
11,Microcare ENT Hospital & Research Institute,
12,Microcare ENT Hospital & Research Institute,
13,Microcare ENT Hospital & Research Institute,
14,Microcare ENT Hospital & Research Institute,
15,Microcare ENT Hospital & Research Institute,
16,Microcare ENT Hospital & Research Institute,
17,Microcare ENT Hospital & Research Institute,
18,Microcare ENT Hospital & Research Institute,
19,Microcare ENT Hospital & Research Institute,
20,Microcare ENT Hospital & Research Institute,
21,Microcare ENT Hospital & Research Institute,
22,Microcare ENT Hospital & Research Institute,
23,Microcare ENT Hospital & Research Institute,
24,Microcare ENT Hospital & Research Institute,
25,Microcare ENT Hospital & Research Institute,
26,Microcare ENT Hospital & Research Institute,
27,Microcare ENT Hospital & Research Institute,
28,Microcare ENT Hospital & Research Institute,
29,Microcare ENT Hospital & Research Institute,
30,Microcare ENT Hospital & Research Institute,
31,Microcare ENT Hospital & Research Institute,
32,Microcare ENT Hospital & Research Institute,
33,Microcare ENT Hospital & Research Institute,
34,Microcare ENT Hospital & Research Institute,
35,Microcare ENT Hospital & Research Institute,
36,Microcare ENT Hospital & Research Institute,
37,Microcare ENT Hospital & Research Institute,
38,Microcare ENT Hospital & Research Institute,
39,Microcare ENT Hospital & Research Institute,
40,Microcare ENT Hospital & Research Institute,
41,Microcare ENT Hospital & Research Institute,
42,Microcare ENT Hospital & Research Institute,
43,Microcare ENT Hospital & Research Institute,
44,Microcare ENT Hospital & Research Institute,
45,Microcare ENT Hospital & Research Institute,
46,Microcare ENT Hospital & Research Institute,
47,Microcare ENT Hospital & Research Institute,
48,Microcare ENT Hospital & Research Institute,
49,Microcare ENT Hospital & Research Institute,
50,Microcare ENT Hospital & Research Institute,
51,Microcare ENT Hospital & Research Institute,
52,Microcare ENT Hospital & Research Institute,
53,Microcare ENT Hospital & Research Institute,
54,Microcare ENT Hospital & Research Institute,"HOTEL'S NAME:
Novotel Hyderabad Convention Ctr
STAR RTAING:
5
HOTEL'S DISTANCE FROM HOSPITAL (IN KM):
9.3
ROOM COUNT:
288
PRICE RANGE (INR):
2400-14400
PRICE RANGE (USD):
32.80-196.83
HOTELS LINK:
https://www.guestreservations.com/novotel-hyderabad-convention-ctr/booking?gclid=eaiaiqobchmiwtexsoza7wivcyurch1l_ayheaayasaaegirp_d_bwe"
55,Microcare ENT Hospital & Research Institute,"HOTEL'S NAME:
Zibe Hyderabad By GRT Hotels
STAR RTAING:
3
HOTEL'S DISTANCE FROM HOSPITAL (IN KM):
1.4
ROOM COUNT:
55
PRICE RANGE (INR):
2200-3500
PRICE RANGE (USD):
30.07-47.84
HOTELS LINK:
https://grthotels.com/grtzibe/"
56,Microcare ENT Hospital & Research Institute,"HOTEL'S NAME:
Novotel Hyderabad Convention Ctr
STAR RTAING:
5
HOTEL'S DISTANCE FROM HOSPITAL (IN KM):
9.3
ROOM COUNT:
288
PRICE RANGE (INR):
2400-14400
PRICE RANGE (USD):
32.80-196.83
HOTELS LINK:
https://www.guestreservations.com/novotel-hyderabad-convention-ctr/booking?gclid=eaiaiqobchmiwtexsoza7wivcyurch1l_ayheaayasaaegirp_d_bwe"
57,Microcare ENT Hospital & Research Institute,"HOTEL'S NAME:
Zibe Hyderabad By GRT Hotels
STAR RTAING:
3
HOTEL'S DISTANCE FROM HOSPITAL (IN KM):
1.4
ROOM COUNT:
55
PRICE RANGE (INR):
2200-3500
PRICE RANGE (USD):
30.07-47.84
HOTELS LINK:
https://grthotels.com/grtzibe/"
58,Microcare ENT Hospital & Research Institute,"SIGHT'S NAME:
Charminar
SIGHTS' ADDRESS:
Telephone Exchange, Pathergatti Rd, Hyderabad, Telangana, 500002, India
SIGHT DISTANCE FROM HOSPITAL (IN KM):
18.8
CONNECTIVITY:
Metro,Cab
HOTELS LINK:
- Not Available -
TRAVEL AGENCY DETAILS
AGENCY NAME:
Ola
AGENCY WEBSITE:
https://www.olacabs.com/
AGENCY CONTACT:
080-67350900"
59,Microcare ENT Hospital & Research Institute,"SIGHT'S NAME:
Golconda Fort
SIGHTS' ADDRESS:
Ibrahim Bagh, Hyderabad, Telangana, 500008, India
SIGHT DISTANCE FROM HOSPITAL (IN KM):
16.1
CONNECTIVITY:
Metro,Cab
HOTELS LINK:
- Not Available -
TRAVEL AGENCY DETAILS
AGENCY NAME:
Uber,Ola
AGENCY WEBSITE:
https://m.uber.com
AGENCY CONTACT:
Uber App"
60,SKINFINITY DERMA CLINIC,"APPOINTMENT LINK
https://www.skinfinityderma.com/book-appointment/"
61,SKINFINITY DERMA CLINIC,"INTERNATIONAL CUISINES
- Not Available -"
62,SKINFINITY DERMA CLINIC,"INTERNATIONAL RECOGNITIONS
- Not Available -"
63,SKINFINITY DERMA CLINIC,"ISO DETAILS
- Not Available -"
64,SKINFINITY DERMA CLINIC,"LANGUAGES
- Not Available -"
65,SKINFINITY DERMA CLINIC,"CERTIFICATES
* JCI
* NABH"
66,SKINFINITY DERMA CLINIC,
67,SKINFINITY DERMA CLINIC,
68,SKINFINITY DERMA CLINIC,
69,SKINFINITY DERMA CLINIC,
70,SKINFINITY DERMA CLINIC,
71,SKINFINITY DERMA CLINIC,
72,SKINFINITY DERMA CLINIC,
73,SKINFINITY DERMA CLINIC,
74,SKINFINITY DERMA CLINIC,
75,SKINFINITY DERMA CLINIC,
76,SKINFINITY DERMA CLINIC,
77,SKINFINITY DERMA CLINIC,
78,SKINFINITY DERMA CLINIC,
79,SKINFINITY DERMA CLINIC,
80,SKINFINITY DERMA CLINIC,
81,SKINFINITY DERMA CLINIC,
82,SKINFINITY DERMA CLINIC,
83,SKINFINITY DERMA CLINIC,
84,SKINFINITY DERMA CLINIC,
85,SKINFINITY DERMA CLINIC,
