,Type,Name,Phone,Address,City,Pincode,Country,Timings,Mode_of_Payment,Currency,Link_to_profile
191,Pharmacy,Khatri Medicals,(0522) 4011879,"C-26/M, Aliganj, Lucknow",Lucknow,226024,India,Monday-Sunday 8am - 9pm,Cash,INR (Indian Rupees),https://www.medicineindia.org/pharmacy-chemist-drugstore-details/41142/khatri-medicals
192,Pharmacy,King Medical Hall,(0522) 2211935,"25, Aminabad Park, Lucknow",Lucknow,226001,India,Monday-Sunday 8am - 9pm,Cash,INR (Indian Rupees),https://www.medicineindia.org/pharmacy-chemist-drugstore-details/40975/king-medical-hall
193,Pharmacy,King Medican Centre,9335608502,"Near City Station, Jagat Narayan Road, Golaganj, Lucknow",Lucknow,226018,India,Monday-Sunday 8am - 9pm,Cash,INR (Indian Rupees),https://www.medicineindia.org/pharmacy-chemist-drugstore-details/40953/king-medican-centre
194,Pharmacy,Krishan Medical Store,(0522) 2241226,"Bazar Khala Crossing, Lucknow Chowk, Lucknow",Lucknow,226003,India,Monday-Sunday 8am - 9pm,Cash,INR (Indian Rupees),https://www.medicineindia.org/pharmacy-chemist-drugstore-details/40941/krishan-medical-store
195,Pharmacy,Krishana Medicals,9335372386,"Tb. Hospital Chauraha, Hardoi Road, Thakurganj, Lucknow",Lucknow,226003,India,Monday-Sunday 8am - 9pm,Cash,INR (Indian Rupees),https://www.medicineindia.org/pharmacy-chemist-drugstore-details/41008/krishana-medicals
196,Pharmacy,Krishna Medical Centre,9415517930,"449, Purana Quila, Cantt Road, Lucknow",Lucknow,226001,India,Monday-Sunday 8am - 9pm,Cash,INR (Indian Rupees),https://www.medicineindia.org/pharmacy-chemist-drugstore-details/40979/krishna-medical-centre
197,Pharmacy,Krishna Medical Hall,9415950685,"Lgf 12-13, Hardoi Road, Thakurganj, Lucknow",Lucknow,226003,India,Monday-Sunday 8am - 9pm,Cash,INR (Indian Rupees),https://www.medicineindia.org/pharmacy-chemist-drugstore-details/41064/krishna-medical-hall
198,Pharmacy,Krishna Medical Hall,(0522) 2762897,"23, Arte Chamber 3, Sector H, Aliganj, Lucknow",Lucknow,226024,India,Monday-Sunday 8am - 9pm,Cash,INR (Indian Rupees),https://www.medicineindia.org/pharmacy-chemist-drugstore-details/41122/krishna-medical-hall
199,Pharmacy,Krishna Medical Store,9838866653,"Bangla Bazar, LUCKNOW",Lucknow,226002,India,Monday-Sunday 8am - 9pm,Cash,INR (Indian Rupees),https://www.medicineindia.org/pharmacy-chemist-drugstore-details/41304/krishna-medical-store
200,Pharmacy,Krishna Medicals,(0522) 2762897,"2 Arif Chamber-3, Sector-H, Aliganj, Lucknow",Lucknow,226024,India,Monday-Sunday 8am - 9pm,Cash,INR (Indian Rupees),https://www.medicineindia.org/pharmacy-chemist-drugstore-details/41143/krishna-medicals
201,Pharmacy,Kundan Medicals,(0522) 2282845,"Shop No-4, First Floor, Parsi Shah Building, Aminabad, Lucknow",Lucknow,226018,India,Monday-Sunday 8am - 9pm,Cash,INR (Indian Rupees),https://www.medicineindia.org/pharmacy-chemist-drugstore-details/41361/kundan-medicals
202,Pharmacy,Kunj Medical Store,9415795636,"Yadav Market, Sgpgi Gate, RAI Bareli Rd, Lucknow",Lucknow,226002,India,Monday-Sunday 8am - 9pm,Cash,INR (Indian Rupees),https://www.medicineindia.org/pharmacy-chemist-drugstore-details/41310/kunj-medical-store
203,Pharmacy,Kunwar Medicals,(0522) 2782321,"626, Balda Rd,1st Ln, Nishatganj, Lucknow",Lucknow,226006,India,Monday-Sunday 8am - 9pm,Cash,INR (Indian Rupees),https://www.medicineindia.org/pharmacy-chemist-drugstore-details/41076/kunwar-medicals
204,Pharmacy,LARI MEDICAL STORE,8948406820,"Mariyam plaza, Near amrapali, Indira Nagar Lucknow, Lucknow",Lucknow,226016,India,Monday-Sunday 8am - 9pm,Cash,INR (Indian Rupees),https://www.medicineindia.org/pharmacy-chemist-drugstore-details/40930/lari-medical-store
205,Pharmacy,Lalbagh Medicals,(0522) 3293096,"Flat No. 6, Saptrishi Apartment, New Hyderabad, Lucknow",Lucknow,226007,India,Monday-Sunday 8am - 9pm,Cash,INR (Indian Rupees),https://www.medicineindia.org/pharmacy-chemist-drugstore-details/40987/lalbagh-medicals
206,Pharmacy,Land Marg Drugs,9839733776,"2nd Floor-8, JAI Hind Complex, Canti Road, Lalbagh, Lucknow",Lucknow,226001,India,Monday-Sunday 8am - 9pm,Cash,INR (Indian Rupees),https://www.medicineindia.org/pharmacy-chemist-drugstore-details/40972/land-marg-drugs
207,Pharmacy,Lari Medicals,8009585085,"Adarsh Cplx, Nr Engineering College, Janakipuram Vistar, Lucknow",Lucknow,226021,India,Monday-Sunday 8am - 9pm,Cash,INR (Indian Rupees),https://www.medicineindia.org/pharmacy-chemist-drugstore-details/40928/lari-medicals
208,Pharmacy,Laxmi Medical Store,9335312435,"35, Dr B N Varma Road, Aminabad, LUCKNOW",Lucknow,226018,India,Monday-Sunday 8am - 9pm,Cash,INR (Indian Rupees),https://www.medicineindia.org/pharmacy-chemist-drugstore-details/41385/laxmi-medical-store
209,Pharmacy,Leela Pharma,9838668984,"102 Nehru Road, Sadar Bazar, Sadar, Lucknow",Lucknow,226002,India,Monday-Sunday 8am - 9pm,Cash,INR (Indian Rupees),https://www.medicineindia.org/pharmacy-chemist-drugstore-details/40981/leela-pharma
210,Pharmacy,Leelavati Medical Store,9415514003,"16, Opposite Sgpgi,Dhanvantri Dham Market, Rai Bareli Rd, LUCKNOW",Lucknow,226002,India,Monday-Sunday 8am - 9pm,Cash,INR (Indian Rupees),https://www.medicineindia.org/pharmacy-chemist-drugstore-details/41305/leelavati-medical-store
211,Pharmacy,Life Care Chemists,9415028666,"Gf-91, Khazana Commercial Complex, Ashiyana, Lucknow",Lucknow,226012,India,Monday-Sunday 8am - 9pm,Cash,INR (Indian Rupees),https://www.medicineindia.org/pharmacy-chemist-drugstore-details/41067/life-care-chemists
212,Pharmacy,Life Care Medicine Centre,9889651777,"Vgf Shop No 1, Shiva Palace, Near Indian Oil Petrol Pump, Sector-16, Ring road, Indira Nagar Lucknow, Lucknow",Lucknow,226016,India,Monday-Sunday 8am - 9pm,Cash,INR (Indian Rupees),https://www.medicineindia.org/pharmacy-chemist-drugstore-details/40916/life-care-medicine-centre
213,Pharmacy,Lifecare medicals,7398844707,"Shop no.-3/333, Viram khand, Near ram bhawan, Gomti Nagar Lucknow, Lucknow",Lucknow,226001,India,Monday-Sunday 8am - 9pm,Cash,INR (Indian Rupees),https://www.medicineindia.org/pharmacy-chemist-drugstore-details/41286/lifecare-medicals
214,Pharmacy,Lucknow Agency,(0522) 2389131,"Lucknow Gpo, Lucknow",Lucknow,226001,India,Monday-Sunday 8am - 9pm,Cash,INR (Indian Rupees),https://www.medicineindia.org/pharmacy-chemist-drugstore-details/41167/lucknow-agency
215,Pharmacy,Lucknow Homeopathic Store,9415107708,"3 B N Rd, Kaisarbagh, Lucknow",Lucknow,226001,India,Monday-Sunday 8am - 9pm,Cash,INR (Indian Rupees),https://www.medicineindia.org/pharmacy-chemist-drugstore-details/40976/lucknow-homeopathic-store
216,Pharmacy,Lucknow Pharmacy,(0522) 2265259,"Nadan Mahal Road, Nakhas, Lucknow",Lucknow,226003,India,Monday-Sunday 8am - 9pm,Cash,INR (Indian Rupees),https://www.medicineindia.org/pharmacy-chemist-drugstore-details/40934/lucknow-pharmacy
217,Pharmacy,M A Medicos,9415062403,"Bhola Nath KA Kuan, Abdul Aziz Road, A P Sabha, Lucknow",Lucknow,226001,India,Monday-Sunday 8am - 9pm,Cash,INR (Indian Rupees),https://www.medicineindia.org/pharmacy-chemist-drugstore-details/41226/m-a-medicos
218,Pharmacy,M N Pharma,(0522) 6534042,"Shop No-5, Near Odeon Cinema, Nirpendra Sanyal Road, Odion Cinema, Lucknow",Lucknow,226001,India,Monday-Sunday 8am - 9pm,Cash,INR (Indian Rupees),https://www.medicineindia.org/pharmacy-chemist-drugstore-details/41254/m-n-pharma
219,Pharmacy,M. I. Pharma,(0522) 2620697,"147/7, Baisi Ki Masjid, Malka Geti Fatak Ke Pass Model Shop, Hawett Road, Lucknow",Lucknow,226001,India,Monday-Sunday 8am - 9pm,Cash,INR (Indian Rupees),https://www.medicineindia.org/pharmacy-chemist-drugstore-details/41193/m-i-pharma
220,Pharmacy,M/S Anil Medical Store,(0522) 2326073,"3, Akashdeep Complex, Kurshi Road, Aliganj, Lucknow",Lucknow,226024,India,Monday-Sunday 8am - 9pm,Cash,INR (Indian Rupees),https://www.medicineindia.org/pharmacy-chemist-drugstore-details/41138/ms-anil-medical-store
221,Pharmacy,MAA Enterprises,(0522) 3054861,"7, 3rd Floor, Soloman Market, Aminabad, Lucknow",Lucknow,226018,India,Monday-Sunday 8am - 9pm,Cash,INR (Indian Rupees),https://www.medicineindia.org/pharmacy-chemist-drugstore-details/41396/maa-enterprises
222,Pharmacy,MAA Gayarti Pharma,(0522) 2297141,"Surya Medicine Market, Aminabad, LUCKNOW",Lucknow,226018,India,Monday-Sunday 8am - 9pm,Cash,INR (Indian Rupees),https://www.medicineindia.org/pharmacy-chemist-drugstore-details/41391/maa-gayarti-pharma
223,Pharmacy,Maha Laxmi Medical Store,(0522) 2451000,"Laxmi Complex, Kanpur Road, Alambagh, Lucknow",Lucknow,226005,India,Monday-Sunday 8am - 9pm,Cash,INR (Indian Rupees),https://www.medicineindia.org/pharmacy-chemist-drugstore-details/41016/maha-laxmi-medical-store
224,Pharmacy,Maha medical,9889372726,"5, In front of civil hospital, Park road, Hazratganj, Lucknow",Lucknow,226001,India,Monday-Sunday 8am - 9pm,Cash,INR (Indian Rupees),https://www.medicineindia.org/pharmacy-chemist-drugstore-details/41096/maha-medical
225,Pharmacy,Maha medical,9415024839,"Af tower,ugfe, Nr civil hospital, 5,park road, Hazratganj, Lucknow",Lucknow,226001,India,Monday-Sunday 8am - 9pm,Cash,INR (Indian Rupees),https://www.medicineindia.org/pharmacy-chemist-drugstore-details/41098/maha-medical
226,Pharmacy,Mahadev Medical Store,9935204812,NATKHERA ROAD ALAMBAGH LUCKNOW,Lucknow,226005,India,Monday-Sunday 8am - 9pm,Cash,INR (Indian Rupees),https://www.medicineindia.org/pharmacy-chemist-drugstore-details/81921/mahadev-medical-store
227,Pharmacy,Mahashakti Medical Store,9503699427,"45, SAI Mandir Road, Tilpurwa, Hussainganj, Lucknow",Lucknow,226001,India,Monday-Sunday 8am - 9pm,Cash,INR (Indian Rupees),https://www.medicineindia.org/pharmacy-chemist-drugstore-details/41250/mahashakti-medical-store
228,Pharmacy,Mahi Medical Hall,9935459687,"Sector-14/1, Indira Nagar Lucknow, Lucknow",Lucknow,226016,India,Monday-Sunday 8am - 9pm,Cash,INR (Indian Rupees),https://www.medicineindia.org/pharmacy-chemist-drugstore-details/40933/mahi-medical-hall
229,Pharmacy,Mahi Medical Store,9838517891,"11sf, Kanchana Bihari Marg, Kalyanpur, Lucknow",Lucknow,226022,India,Monday-Sunday 8am - 9pm,Cash,INR (Indian Rupees),https://www.medicineindia.org/pharmacy-chemist-drugstore-details/40959/mahi-medical-store
230,Pharmacy,Mahi Medical Store,9616847478,"Jagat Narayan Road, Wazirganj, Lucknow",Lucknow,226001,India,Monday-Sunday 8am - 9pm,Cash,INR (Indian Rupees),https://www.medicineindia.org/pharmacy-chemist-drugstore-details/41277/mahi-medical-store
231,Pharmacy,Makkad Medical Centre,(0522) 2693158,"Naka Hindola, A P Sabha, Lucknow",Lucknow,226001,India,Monday-Sunday 8am - 9pm,Cash,INR (Indian Rupees),https://www.medicineindia.org/pharmacy-chemist-drugstore-details/40919/makkad-medical-centre
232,Pharmacy,Malik Medical Store,(0522) 2616205,"A-37, Ganga Prasad Road, Maulviganj, Lucknow",Lucknow,226001,India,Monday-Sunday 8am - 9pm,Cash,INR (Indian Rupees),https://www.medicineindia.org/pharmacy-chemist-drugstore-details/41207/malik-medical-store
233,Pharmacy,Malik Medicals,(0522) 2612781,"H.s. Market, Aminabad Road, Aminabad, Lucknow",Lucknow,226018,India,Monday-Sunday 8am - 9pm,Cash,INR (Indian Rupees),https://www.medicineindia.org/pharmacy-chemist-drugstore-details/41365/malik-medicals
234,Pharmacy,Mamta Medical Store,(0522) 2352321,"8, Bhootnath Mkt, Indira Nagar Lucknow, Lucknow",Lucknow,226016,India,Monday-Sunday 8am - 9pm,Cash,INR (Indian Rupees),https://www.medicineindia.org/pharmacy-chemist-drugstore-details/40920/mamta-medical-store
235,Pharmacy,Mani Medical Store,(0522) 2447519,"3/196, Sharda Nagar Yojna, Lda, Rajni Khand, Telibagh, Lucknow",Lucknow,226002,India,Monday-Sunday 8am - 9pm,Cash,INR (Indian Rupees),https://www.medicineindia.org/pharmacy-chemist-drugstore-details/41332/mani-medical-store
236,Pharmacy,Maya Medical Store,(0522) 2450235,"Shop no.-565k/60, Opp. Up coperative bank, Kanpur road, Alambagh, Lucknow",Lucknow,226005,India,Monday-Sunday 8am - 9pm,Cash,INR (Indian Rupees),https://www.medicineindia.org/pharmacy-chemist-drugstore-details/41003/maya-medical-store
237,Pharmacy,Medical Centre,(0522) 2214924,"25, Vidhan Sabha Marg, Hussainganj, Lucknow",Lucknow,226001,India,Monday-Sunday 8am - 9pm,Cash,INR (Indian Rupees),https://www.medicineindia.org/pharmacy-chemist-drugstore-details/40977/medical-centre
238,Pharmacy,Medicine Agencies,(0522) 2431204,"Near Airport Amousi, Bagh No. 3, Kanpur Road, Lucknow",Lucknow,226005,India,Monday-Sunday 8am - 9pm,Cash,INR (Indian Rupees),https://www.medicineindia.org/pharmacy-chemist-drugstore-details/40971/medicine-agencies
239,Pharmacy,Medicine Centre,(0522) 2615279,"6 Vidhan Sabha Marg, Hazratganj, Lucknow",Lucknow,226001,India,Monday-Sunday 8am - 9pm,Cash,INR (Indian Rupees),https://www.medicineindia.org/pharmacy-chemist-drugstore-details/41273/medicine-centre
240,Pharmacy,Medico Centre,9236402784,"Opp. Singar Nagar Gate, Singar Nagar, Alambagh, Lucknow",Lucknow,226005,India,Monday-Sunday 8am - 9pm,Cash,INR (Indian Rupees),https://www.medicineindia.org/pharmacy-chemist-drugstore-details/41072/medico-centre
241,Pharmacy,Mehrotra Medicals,9415081189,"D-1, Puraniya Chauraha Crossing, Sector - H, Aliganj, Lucknow",Lucknow,226024,India,Monday-Sunday 8am - 9pm,Cash,INR (Indian Rupees),https://www.medicineindia.org/pharmacy-chemist-drugstore-details/41125/mehrotra-medicals
242,Pharmacy,Mishthi Medical Store,8874165565,"Sanjay Gandhi Puram Lucknow, Sanjay Gandhi Nagar, Lucknow",Lucknow,226001,India,Monday-Sunday 8am - 9pm,Cash,INR (Indian Rupees),https://www.medicineindia.org/pharmacy-chemist-drugstore-details/41201/mishthi-medical-store
243,Pharmacy,Modern Medical Hall,(0522) 2762392,"Ugf-2815, Ashirwad Plaza, Ram-Ram Chauraha, Sector-A, Aliganj, Lucknow",Lucknow,226024,India,Monday-Sunday 8am - 9pm,Cash,INR (Indian Rupees),https://www.medicineindia.org/pharmacy-chemist-drugstore-details/41155/modern-medical-hall
244,Pharmacy,Modern Medical Store,(0522) 2638909,"98 Guru Govind Singh Marg, Lalkuan, Lucknow",Lucknow,226001,India,Monday-Sunday 8am - 9pm,Cash,INR (Indian Rupees),https://www.medicineindia.org/pharmacy-chemist-drugstore-details/41225/modern-medical-store
245,Pharmacy,Modi Chemicals Pvt Ltd,9838738022,"531/161,Bhindiya Tola, Bada Chandganj, Lucknow Gpo, Lucknow",Lucknow,226001,India,Monday-Sunday 8am - 9pm,Cash,INR (Indian Rupees),https://www.medicineindia.org/pharmacy-chemist-drugstore-details/41042/modi-chemicals-pvt-ltd
246,Pharmacy,Mohan Drug Agencies,(0522) 3040340,"1m King Medicine Complex, Aminabad, Lucknow",Lucknow,226018,India,Monday-Sunday 8am - 9pm,Cash,INR (Indian Rupees),https://www.medicineindia.org/pharmacy-chemist-drugstore-details/41051/mohan-drug-agencies
247,Pharmacy,Mohan Medical Store,9936171731,"Near Talwar Colour Lab, Opposite Hotel Vishskant, Charbagh, Lucknow",Lucknow,226001,India,Monday-Sunday 8am - 9pm,Cash,INR (Indian Rupees),https://www.medicineindia.org/pharmacy-chemist-drugstore-details/41214/mohan-medical-store
248,Pharmacy,N. J. Pharma,(0522) 2615173,"J.n.k. Market, Aminabad, Lucknow",Lucknow,226018,India,Monday-Sunday 8am - 9pm,Cash,INR (Indian Rupees),https://www.medicineindia.org/pharmacy-chemist-drugstore-details/41355/n-j-pharma
249,Pharmacy,N. R. Pharma,(0522) 6553434,"Near Kgmu, Shahmeena Road, Lucknow Chowk, Lucknow",Lucknow,226003,India,Monday-Sunday 8am - 9pm,Cash,INR (Indian Rupees),https://www.medicineindia.org/pharmacy-chemist-drugstore-details/41034/n-r-pharma
250,Pharmacy,NATIONAL CHEMIST,9793275767,"6, Opp ballabh Bhai Patel, Vidhan sabha marg, Hazratganj, Lucknow",Lucknow,226001,India,Monday-Sunday 8am - 9pm,Cash,INR (Indian Rupees),https://www.medicineindia.org/pharmacy-chemist-drugstore-details/41100/national-chemist
251,Pharmacy,NAV Chemist,9415761205,"Purana Sardari Khera, Alambagh, Lucknow",Lucknow,226005,India,Monday-Sunday 8am - 9pm,Cash,INR (Indian Rupees),https://www.medicineindia.org/pharmacy-chemist-drugstore-details/41019/nav-chemist
252,Pharmacy,Nageshwar Medicals,9452243497,"Lgf 01 Sec H, Near Puraniya Petrol Pump, Arohi Bazar, Aliganj, Lucknow",Lucknow,226024,India,Monday-Sunday 8am - 9pm,Cash,INR (Indian Rupees),https://www.medicineindia.org/pharmacy-chemist-drugstore-details/41127/nageshwar-medicals
253,Pharmacy,Nath Enterprises,(0522) 2616532,"Shop No-1, J.n.k. Market, Aminabad, Lucknow",Lucknow,226018,India,Monday-Sunday 8am - 9pm,Cash,INR (Indian Rupees),https://www.medicineindia.org/pharmacy-chemist-drugstore-details/41359/nath-enterprises
254,Pharmacy,Nath Medical Stores,9628000041,"7 B.n. Road, Kaisarbagh, Lucknow",Lucknow,226001,India,Monday-Sunday 8am - 9pm,Cash,INR (Indian Rupees),https://www.medicineindia.org/pharmacy-chemist-drugstore-details/41195/nath-medical-stores
255,Pharmacy,National Hospital,(0522) 2469646,"64-65, Rajaji Puram, Lucknow",Lucknow,226017,India,Monday-Sunday 8am - 9pm,Cash,INR (Indian Rupees),https://www.medicineindia.org/pharmacy-chemist-drugstore-details/41078/national-hospital
256,Pharmacy,National Medical Store,9415002673,"Lucknow Chowk, Lucknow",Lucknow,226003,India,Monday-Sunday 8am - 9pm,Cash,INR (Indian Rupees),https://www.medicineindia.org/pharmacy-chemist-drugstore-details/40994/national-medical-store
257,Pharmacy,National Medical Store,(0522) 2266074,"Kamla Nehru Crossing,Nr Medical College,P O Chowk, Medical College, Lucknow",Lucknow,226003,India,Monday-Sunday 8am - 9pm,Cash,INR (Indian Rupees),https://www.medicineindia.org/pharmacy-chemist-drugstore-details/41005/national-medical-store
258,Pharmacy,National Medical Store,(0522) 2446740,"Shop No-2, Sahani Complex, Telibagh, Lucknow",Lucknow,226002,India,Monday-Sunday 8am - 9pm,Cash,INR (Indian Rupees),https://www.medicineindia.org/pharmacy-chemist-drugstore-details/41047/national-medical-store
259,Pharmacy,National chemist,9935920889,"6, Opp Patel park, Vidhansabha marg, Hazratganj, Lucknow",Lucknow,226001,India,Monday-Sunday 8am - 9pm,Cash,INR (Indian Rupees),https://www.medicineindia.org/pharmacy-chemist-drugstore-details/41099/national-chemist
260,Pharmacy,Naval Medicals,(0522) 3239503,"Shop No-24, Madhu Palace, Near Sgpgi, RAI Bareli Road, Lucknow",Lucknow,226014,India,Monday-Sunday 8am - 9pm,Cash,INR (Indian Rupees),https://www.medicineindia.org/pharmacy-chemist-drugstore-details/41084/naval-medicals
261,Pharmacy,Nawal Medical Store,9839476246,"S-7, Opp Vishnu Puri Clny,Gole Mkt, Aliganj, Lucknow",Lucknow,226024,India,Monday-Sunday 8am - 9pm,Cash,INR (Indian Rupees),https://www.medicineindia.org/pharmacy-chemist-drugstore-details/41040/nawal-medical-store
262,Pharmacy,Neha Medical store,8960050847,"Sahu complex, Opp.Dr Ram kapoor, Ram tirth marg, Narahi, Lucknow",Lucknow,226001,India,Monday-Sunday 8am - 9pm,Cash,INR (Indian Rupees),https://www.medicineindia.org/pharmacy-chemist-drugstore-details/41116/neha-medical-store
263,Pharmacy,Neha medical store,9807243087,"39/42, Narhi market, Ram tirth marg, Hazratganj, Lucknow",Lucknow,226001,India,Monday-Sunday 8am - 9pm,Cash,INR (Indian Rupees),https://www.medicineindia.org/pharmacy-chemist-drugstore-details/41117/neha-medical-store
264,Pharmacy,Nehru Medical Centre,(0522) 2732134,"Lgf,3-4, Sector -F, Bhawana Shopping Centre, Jankipuram, Lucknow",Lucknow,226021,India,Monday-Sunday 8am - 9pm,Cash,INR (Indian Rupees),https://www.medicineindia.org/pharmacy-chemist-drugstore-details/40997/nehru-medical-centre
265,Pharmacy,New Ajay Medical Hall,9415759821,"C-21, Sec-P, Aliganj, Lucknow",Lucknow,226002,India,Monday-Sunday 8am - 9pm,Cash,INR (Indian Rupees),https://www.medicineindia.org/pharmacy-chemist-drugstore-details/41325/new-ajay-medical-hall
266,Pharmacy,New Chemico Chemist,(0522) 3914091,"2, Parshishah Buliding, 1st Floor, Aminabad, LUCKNOW",Lucknow,226018,India,Monday-Sunday 8am - 9pm,Cash,INR (Indian Rupees),https://www.medicineindia.org/pharmacy-chemist-drugstore-details/41389/new-chemico-chemist
267,Pharmacy,New Chemist,(0522) 2460028,"2a/2, Adarsh Nagar, Tehri Puliya, Alambagh, Lucknow",Lucknow,226005,India,Monday-Sunday 8am - 9pm,Cash,INR (Indian Rupees),https://www.medicineindia.org/pharmacy-chemist-drugstore-details/41015/new-chemist
268,Pharmacy,New Life Medicals,9335649157,"Nadan Mahal Road, Lucknow",Lucknow,226004,India,Monday-Sunday 8am - 9pm,Cash,INR (Indian Rupees),https://www.medicineindia.org/pharmacy-chemist-drugstore-details/40955/new-life-medicals
269,Pharmacy,New Pradeep medicals,9450358962,"Shop no.-L-9, vijayent khand, Kathuta chauraha, Gomti Nagar Lucknow, Lucknow",Lucknow,226001,India,Monday-Sunday 8am - 9pm,Cash,INR (Indian Rupees),https://www.medicineindia.org/pharmacy-chemist-drugstore-details/41283/new-pradeep-medicals
270,Pharmacy,New Pratap Medical Store,(0522) 2298988,"Khasra No 2 Isa Vill Bargadimaghth, Air Force Station Road, Aliganj, Lucknow",Lucknow,226002,India,Monday-Sunday 8am - 9pm,Cash,INR (Indian Rupees),https://www.medicineindia.org/pharmacy-chemist-drugstore-details/41302/new-pratap-medical-store
271,Pharmacy,New Pushpa Medical Store,9307151050,"B-4, Near Fatima Hospital,,Sector-A, MAIN ROAD, Mahanagar, Lucknow",Lucknow,226006,India,Monday-Sunday 8am - 9pm,Cash,INR (Indian Rupees),https://www.medicineindia.org/pharmacy-chemist-drugstore-details/40940/new-pushpa-medical-store
272,Pharmacy,New Remedy Medicals,(0522) 3255264,"Shop No-2, Diomond Tower, Ugf-2, Udai Ganj, Cantt Road, Lucknow",Lucknow,226001,India,Monday-Sunday 8am - 9pm,Cash,INR (Indian Rupees),https://www.medicineindia.org/pharmacy-chemist-drugstore-details/41263/new-remedy-medicals
273,Pharmacy,New Sardar Medical Store,9936404519,"Raidas Mandir Crossing, Chandganj, Lucknow",Lucknow,226007,India,Monday-Sunday 8am - 9pm,Cash,INR (Indian Rupees),https://www.medicineindia.org/pharmacy-chemist-drugstore-details/41054/new-sardar-medical-store
274,Pharmacy,New Shakuntala Medical Store,(0522) 2338632,"Near Fatima Hospital, Mahanagar, Lucknow",Lucknow,226006,India,Monday-Sunday 8am - 9pm,Cash,INR (Indian Rupees),https://www.medicineindia.org/pharmacy-chemist-drugstore-details/40964/new-shakuntala-medical-store
275,Pharmacy,New Tondon Medicals,(0522) 2362635,"Ugf-5, Ashirwad Plaza, Ram-Ram Bank Chauraha, Aliganj, Lucknow",Lucknow,226024,India,Monday-Sunday 8am - 9pm,Cash,INR (Indian Rupees),https://www.medicineindia.org/pharmacy-chemist-drugstore-details/41135/new-tondon-medicals
276,Pharmacy,New V.p. Anand & Son,(0522) 4001099,"51, Opp. Mohan Market Lane 3, Aminabad, Lucknow",Lucknow,226018,India,Monday-Sunday 8am - 9pm,Cash,INR (Indian Rupees),https://www.medicineindia.org/pharmacy-chemist-drugstore-details/41290/new-vp-anand-son
277,Pharmacy,Nigam Medical Store,(0522) 2285765,"84, JAI Narayan Raod, Hussainganj, Lucknow",Lucknow,226001,India,Monday-Sunday 8am - 9pm,Cash,INR (Indian Rupees),https://www.medicineindia.org/pharmacy-chemist-drugstore-details/41264/nigam-medical-store
278,Pharmacy,Nirala Medical Store,(0522) 2789512,"D 115, Chouraha Numbert 8, Nirala Nagar, Lucknow",Lucknow,226020,India,Monday-Sunday 8am - 9pm,Cash,INR (Indian Rupees),https://www.medicineindia.org/pharmacy-chemist-drugstore-details/40965/nirala-medical-store
279,Pharmacy,Niyaz Medical Store,9935636932,"Shop Number-5, Building Number-143, Beside Star Palace, Cantt Road, Cantt Road, Lucknow",Lucknow,226001,India,Monday-Sunday 8am - 9pm,Cash,INR (Indian Rupees),https://www.medicineindia.org/pharmacy-chemist-drugstore-details/41161/niyaz-medical-store
280,Pharmacy,Nova Medicals,(0522) 2300027,"1/2, Vikas Khand, Gomti Nagar, Lucknow",Lucknow,226010,India,Monday-Sunday 8am - 9pm,Cash,INR (Indian Rupees),https://www.medicineindia.org/pharmacy-chemist-drugstore-details/41069/nova-medicals
281,Pharmacy,OM Pharma,(0522) 2239078,"Opposite Civil Hospital, 5 Park Road, Hazratganj, Lucknow",Lucknow,226001,India,Monday-Sunday 8am - 9pm,Cash,INR (Indian Rupees),https://www.medicineindia.org/pharmacy-chemist-drugstore-details/40925/om-pharma
282,Pharmacy,Om Medical Store,(0522) 2200159,"29, Vidhan Sabha Marg, Hussainganj, Lucknow",Lucknow,226001,India,Monday-Sunday 8am - 9pm,Cash,INR (Indian Rupees),https://www.medicineindia.org/pharmacy-chemist-drugstore-details/40949/om-medical-store
283,Pharmacy,Om Medical Store,9335318782,"289/293 Rani Niwas, Moti Nagar Crossing, Aishbagh, Lucknow",Lucknow,226004,India,Monday-Sunday 8am - 9pm,Cash,INR (Indian Rupees),https://www.medicineindia.org/pharmacy-chemist-drugstore-details/40989/om-medical-store
284,Pharmacy,Om Medical Store,9415084257,"Banthra Bazar, Banthra, Lucknow",Lucknow,227101,India,Monday-Sunday 8am - 9pm,Cash,INR (Indian Rupees),https://www.medicineindia.org/pharmacy-chemist-drugstore-details/41032/om-medical-store
285,Pharmacy,Om Medicals,(0522) 2440550,"Telibagh, Lucknow",Lucknow,226002,India,Monday-Sunday 8am - 9pm,Cash,INR (Indian Rupees),https://www.medicineindia.org/pharmacy-chemist-drugstore-details/41328/om-medicals
286,Pharmacy,Om pharma,9651575640,"5 krishnabhawan, Near civil hospital, Park road, Hazratganj, Lucknow",Lucknow,226001,India,Monday-Sunday 8am - 9pm,Cash,INR (Indian Rupees),https://www.medicineindia.org/pharmacy-chemist-drugstore-details/41095/om-pharma
287,Pharmacy,Om pharma medical,9415102768,"5, Opp civil hospital, Park road, Hazratganj, Lucknow",Lucknow,226001,India,Monday-Sunday 8am - 9pm,Cash,INR (Indian Rupees),https://www.medicineindia.org/pharmacy-chemist-drugstore-details/41094/om-pharma-medical
