,Type,Name,Phone,Address,City,Pincode,Country,Timings,Mode_of_Payment,Currency,Link_to_profile
185,Pharmacy,Medi Point,(0261) 3210872,"L18, Sajni Cplx, Op Surya Cplx, Citilight Rd, Surat Ho, Surat",Surat,395003,India,Monday-Sunday 8am - 9pm,Cash,INR (Indian Rupees),https://www.medicineindia.org/pharmacy-chemist-drugstore-details/53154/medi-point
186,Pharmacy,Medi Point,(0261) 2210872,"City Light Shopping Center, Nr. Citylight Restaurant, Opp. Surya Complex, Citylight Road, Surat",Surat,395007,India,Monday-Sunday 8am - 9pm,Cash,INR (Indian Rupees),https://www.medicineindia.org/pharmacy-chemist-drugstore-details/53166/medi-point
187,Pharmacy,Meetr Medical General Store,9979135898,"Shop No. 18, Bholanath Complex, Sarathana Jakat Naka, New Nirmal Nagar Road, Varachha Road, Surat",Surat,395006,India,Monday-Sunday 8am - 9pm,Cash,INR (Indian Rupees),https://www.medicineindia.org/pharmacy-chemist-drugstore-details/53306/meetr-medical-general-store
188,Pharmacy,Mega Medical & Provision Store,9925757070,"2, Riddhi Residency, Near Jalaram Mandir, L P Sawani Road, Adajan Road, SURAT",Surat,395009,India,Monday-Sunday 8am - 9pm,Cash,INR (Indian Rupees),https://www.medicineindia.org/pharmacy-chemist-drugstore-details/53483/mega-medical-provision-store
189,Pharmacy,Meghvi Medical Store,9913894954,"Westen City, L.p. Savani Road, Adajan Dn, Surat",Surat,395009,India,Monday-Sunday 8am - 9pm,Cash,INR (Indian Rupees),https://www.medicineindia.org/pharmacy-chemist-drugstore-details/53475/meghvi-medical-store
190,Pharmacy,Modi Medical Store,(02626) 233282,"Near Hotel Kells, 77 Geb Colony, Ukai Dam, Surat",Surat,394680,India,Monday-Sunday 8am - 9pm,Cash,INR (Indian Rupees),https://www.medicineindia.org/pharmacy-chemist-drugstore-details/53514/modi-medical-store
191,Pharmacy,Moham Medical Store,(0261) 2691416,"G 4 Saifee Complex, Opp B R C, Udhana Main Road, Surat Ho, Surat",Surat,395003,India,Monday-Sunday 8am - 9pm,Cash,INR (Indian Rupees),https://www.medicineindia.org/pharmacy-chemist-drugstore-details/53340/moham-medical-store
192,Pharmacy,Mohit Medical Store,(0261) 2442509,"6/1030, Near Station Road, Galamandi Bazaar, Surat Ho, Surat",Surat,395003,India,Monday-Sunday 8am - 9pm,Cash,INR (Indian Rupees),https://www.medicineindia.org/pharmacy-chemist-drugstore-details/53343/mohit-medical-store
193,Pharmacy,Montu Medical Store,9909240799,"Shop No. 3, Laxmi Kunj Apartment, Pal Road, Palanpur Jakat Naka, Surat",Surat,395009,India,Monday-Sunday 8am - 9pm,Cash,INR (Indian Rupees),https://www.medicineindia.org/pharmacy-chemist-drugstore-details/53500/montu-medical-store
194,Pharmacy,Muskan Medical Store,(0261) 2253609,"4th Floor, Siddhi Shopping Center, Above ICICI Bank, Citylight Road, Surat",Surat,395007,India,Monday-Sunday 8am - 9pm,Cash,INR (Indian Rupees),https://www.medicineindia.org/pharmacy-chemist-drugstore-details/53431/muskan-medical-store
195,Pharmacy,Nagnath Medical & General Store,9913895467,"Shgop No. 8, Satyam Shivam Sundaram Complex, Opp. Rajhans Tower, Mota Varachha Road, Mota Varachha, Surat",Surat,394101,India,Monday-Sunday 8am - 9pm,Cash,INR (Indian Rupees),https://www.medicineindia.org/pharmacy-chemist-drugstore-details/53265/nagnath-medical-general-store
196,Pharmacy,Narendra Medical Store,(0261) 2427236,"Dhudhara Sheri, Opp Tar Office, Main Road, Surat Ho, Surat",Surat,395003,India,Monday-Sunday 8am - 9pm,Cash,INR (Indian Rupees),https://www.medicineindia.org/pharmacy-chemist-drugstore-details/53335/narendra-medical-store
197,Pharmacy,Navin Medical,9825399760,"Plot No 29/30, Moriya Nagar, Udhna, Dindoli Road, Udhna, Surat",Surat,394210,India,Monday-Sunday 8am - 9pm,Cash,INR (Indian Rupees),https://www.medicineindia.org/pharmacy-chemist-drugstore-details/53259/navin-medical
198,Pharmacy,Navjivan Medical &Amp; Provision St...,9979151036,"Honey Park Road,Nr Lp Savani Road, Surat",Surat,395009,India,Monday-Sunday 8am - 9pm,Cash,INR (Indian Rupees),https://www.medicineindia.org/pharmacy-chemist-drugstore-details/53224/navjivan-medical-amp-provision-st
199,Pharmacy,Navkar Chemist,(0261) 2895052,"Plot No.93 - 94, Daksheshwar Apartment, Near Nova Complex, Gujarat Housing Board Road, Pandesara, Surat",Surat,394221,India,Monday-Sunday 8am - 9pm,Cash,INR (Indian Rupees),https://www.medicineindia.org/pharmacy-chemist-drugstore-details/53323/navkar-chemist
200,Pharmacy,Navkar Medical Store,9825336806,"X-2,Upper Ground,Shankheshwar Complex, Opp Raymond Shwo Room, Kailash Nagar, Surat, Surat",Surat,395001,India,Monday-Sunday 8am - 9pm,Cash,INR (Indian Rupees),https://www.medicineindia.org/pharmacy-chemist-drugstore-details/53288/navkar-medical-store
201,Pharmacy,Neelam Medical & General Store,9909092647,"Plot No 20, Limbayat, Nani Naher,Subhash Nagar, Limbayat, Surat",Surat,394210,India,Monday-Sunday 8am - 9pm,Cash,INR (Indian Rupees),https://www.medicineindia.org/pharmacy-chemist-drugstore-details/53212/neelam-medical-general-store
202,Pharmacy,Neeta Medical Stores,(0261) 2348928,"Opposite Maharaja Cinema, Salabatpura, Surat",Surat,395003,India,Monday-Sunday 8am - 9pm,Cash,INR (Indian Rupees),https://www.medicineindia.org/pharmacy-chemist-drugstore-details/53466/neeta-medical-stores
203,Pharmacy,Neville Medicine,(0261) 2421249,"Opp Daruwala Petrol Pump, 2 Station Road, Surat Ho, Surat",Surat,395003,India,Monday-Sunday 8am - 9pm,Cash,INR (Indian Rupees),https://www.medicineindia.org/pharmacy-chemist-drugstore-details/53341/neville-medicine
204,Pharmacy,Nikunj Medical & Surgical Store,(0261) 2792400,"U6, Mahan Terrace, Opposite Bhulka Bhavan, Adajan Road, Surat",Surat,395009,India,Monday-Sunday 8am - 9pm,Cash,INR (Indian Rupees),https://www.medicineindia.org/pharmacy-chemist-drugstore-details/53176/nikunj-medical-surgical-store
205,Pharmacy,Nikunj Medical Stores,(0261) 2791527,"U 6, Mahan Terrace, Opp Bhulka Bhavan, Adajan, Main Road, Adajan Dn, Surat",Surat,395009,India,Monday-Sunday 8am - 9pm,Cash,INR (Indian Rupees),https://www.medicineindia.org/pharmacy-chemist-drugstore-details/53505/nikunj-medical-stores
206,Pharmacy,Nilkanth Agency,(0261) 2546764,"B-19, Surya Nagar Society, Opposite Dharamnagar, A K Road, Surat",Surat,395008,India,Monday-Sunday 8am - 9pm,Cash,INR (Indian Rupees),https://www.medicineindia.org/pharmacy-chemist-drugstore-details/53243/nilkanth-agency
207,Pharmacy,Nirali Chemist,9904180438,"546/547 Karmayogi C 2, Pandesara, Main Road, Pandesara, Surat",Surat,394221,India,Monday-Sunday 8am - 9pm,Cash,INR (Indian Rupees),https://www.medicineindia.org/pharmacy-chemist-drugstore-details/53272/nirali-chemist
208,Pharmacy,Nirali Chemist And Druggist,9428874182,"Plot No.547, Shop No.3, Karm Yogi Society 2, B/H Police Colony, Near Bamroli Road, Pandesara, SURAT",Surat,394221,India,Monday-Sunday 8am - 9pm,Cash,INR (Indian Rupees),https://www.medicineindia.org/pharmacy-chemist-drugstore-details/53328/nirali-chemist-and-druggist
209,Pharmacy,Nirali Medical And General Store,9377261119,"Plot No.1,2, Shop No.4, Karm Yogi Society 2, B/H Police Colony, Near Bamroli Road, Pandesara, SURAT",Surat,394221,India,Monday-Sunday 8am - 9pm,Cash,INR (Indian Rupees),https://www.medicineindia.org/pharmacy-chemist-drugstore-details/53327/nirali-medical-and-general-store
210,Pharmacy,Nirav Medicl Stores,(0261) 2663026,"Shop No 7 Vandana Apartments, Nr Althan Tena, Bhatar Road, Athwa Lines, Surat",Surat,395007,India,Monday-Sunday 8am - 9pm,Cash,INR (Indian Rupees),https://www.medicineindia.org/pharmacy-chemist-drugstore-details/53430/nirav-medicl-stores
211,Pharmacy,Nityanand Medical And Provision Store,(0261) 2424536,"3 Gajjar Building, Opp Guj School Kanskiwad, Surat Ho, Surat",Surat,395003,India,Monday-Sunday 8am - 9pm,Cash,INR (Indian Rupees),https://www.medicineindia.org/pharmacy-chemist-drugstore-details/53342/nityanand-medical-and-provision-store
212,Pharmacy,Nityanand Medicals & Provision Store,(0261) 2420732,"Shop-3 Opposite Dharuwala Guj Scheme-Gajjar Building Kanskiwad Haripura, Begumpura, Surat",Surat,395003,India,Monday-Sunday 8am - 9pm,Cash,INR (Indian Rupees),https://www.medicineindia.org/pharmacy-chemist-drugstore-details/53357/nityanand-medicals-provision-store
213,Pharmacy,OM KAR Medical Store,9898061254,"171, Jalaram Nagar Society, Aaspas Road, Godadara Naher Road, Godadara, Surat",Surat,395010,India,Monday-Sunday 8am - 9pm,Cash,INR (Indian Rupees),https://www.medicineindia.org/pharmacy-chemist-drugstore-details/53279/om-kar-medical-store
214,Pharmacy,OM SAI Medical Store,9428892891,"Opposite Udhana Bus Depot, Old Petrol Pump, Udhna Main Road, Udhna, Surat",Surat,394210,India,Monday-Sunday 8am - 9pm,Cash,INR (Indian Rupees),https://www.medicineindia.org/pharmacy-chemist-drugstore-details/53380/om-sai-medical-store
215,Pharmacy,OM Shiv Medical Agency,,"3012, Momai Complex, Puna Kumbhariya Road, Sahara Darwaja, Opp: New Bombay Market, Puna Kumbhariya Road, Surat",Surat,395001,India,Monday-Sunday 8am - 9pm,Cash,INR (Indian Rupees),https://www.medicineindia.org/pharmacy-chemist-drugstore-details/53286/om-shiv-medical-agency
216,Pharmacy,Om Medical Store,9723358558,"Labhuba Nagar Society, Parvat Patia, Surat",Surat,395010,India,Monday-Sunday 8am - 9pm,Cash,INR (Indian Rupees),https://www.medicineindia.org/pharmacy-chemist-drugstore-details/53276/om-medical-store
217,Pharmacy,Om SAI Medical & Provision Stores,9979485093,"1, Mahavir Complex, KIM Cross Road, KIM, Surat",Surat,394110,India,Monday-Sunday 8am - 9pm,Cash,INR (Indian Rupees),https://www.medicineindia.org/pharmacy-chemist-drugstore-details/53508/om-sai-medical-provision-stores
218,Pharmacy,P P Savani Rahatdar Medical Store,(0261) 2580020,"Manshi Building, Nr Siddhkutir Ind Estate, Opp Kapodra Police Station, Kapodra, Surat",Surat,395006,India,Monday-Sunday 8am - 9pm,Cash,INR (Indian Rupees),https://www.medicineindia.org/pharmacy-chemist-drugstore-details/53157/p-p-savani-rahatdar-medical-store
219,Pharmacy,P R Medical & General Store,(0261) 2275137,"Plot No-1, Daginawala Nagar, Opp, Madhi Ki Khamni, Udhana Main Road, Udhna, Surat",Surat,394210,India,Monday-Sunday 8am - 9pm,Cash,INR (Indian Rupees),https://www.medicineindia.org/pharmacy-chemist-drugstore-details/53378/p-r-medical-general-store
220,Pharmacy,Panwala Medical Store,(0261) 2411025,"Saiyedpura Market, Surat Ho, Surat",Surat,395003,India,Monday-Sunday 8am - 9pm,Cash,INR (Indian Rupees),https://www.medicineindia.org/pharmacy-chemist-drugstore-details/53187/panwala-medical-store
221,Pharmacy,Paras Medical,9724397553,"136, New Haridham Society, Near Kashinagar, 120 Feet Bamroli Road, Bamroli, Surat",Surat,394210,India,Monday-Sunday 8am - 9pm,Cash,INR (Indian Rupees),https://www.medicineindia.org/pharmacy-chemist-drugstore-details/53382/paras-medical
222,Pharmacy,Paras Medico,(0261) 3471726,"Shop No 2 Manmandir, Nanpura, Timaliawad, Nanpura, Surat",Surat,395001,India,Monday-Sunday 8am - 9pm,Cash,INR (Indian Rupees),https://www.medicineindia.org/pharmacy-chemist-drugstore-details/53461/paras-medico
223,Pharmacy,Parish Medical Store,9898823274,"Shasvath Complex, Honey Park Road, Surat HO, SURAT",Surat,395003,India,Monday-Sunday 8am - 9pm,Cash,INR (Indian Rupees),https://www.medicineindia.org/pharmacy-chemist-drugstore-details/53427/parish-medical-store
224,Pharmacy,Park Medical Store,(0261) 2232003,"6, Krishana Complex Bhatar Road, Bhatar Road, Surat",Surat,395007,India,Monday-Sunday 8am - 9pm,Cash,INR (Indian Rupees),https://www.medicineindia.org/pharmacy-chemist-drugstore-details/53435/park-medical-store
225,Pharmacy,Patel Medical,9825587026,"G 4, Matawadi Shopping Center, Opp Matawadi Jakat Naka, Lambe Hanuman Road, Varachha Road, Surat",Surat,395006,India,Monday-Sunday 8am - 9pm,Cash,INR (Indian Rupees),https://www.medicineindia.org/pharmacy-chemist-drugstore-details/53247/patel-medical
226,Pharmacy,Pavan Medical & General Store,9909662960,"Plot No 70, Biliya Nagar 2, Navagam, Dindoli, Surat",Surat,394210,India,Monday-Sunday 8am - 9pm,Cash,INR (Indian Rupees),https://www.medicineindia.org/pharmacy-chemist-drugstore-details/53253/pavan-medical-general-store
227,Pharmacy,Pinkle Hospital,(0261) 6562726,"Near Patidar Bhavan, Haripura Main Road, Rampura, Surat",Surat,395003,India,Monday-Sunday 8am - 9pm,Cash,INR (Indian Rupees),https://www.medicineindia.org/pharmacy-chemist-drugstore-details/53217/pinkle-hospital
228,Pharmacy,Pioneer Medical & Provision Stores,9898493757,"Shop No 5,Patel Shopping Center, Mota Borsara,Mangrol, M M Mangrol, Surat",Surat,394410,India,Monday-Sunday 8am - 9pm,Cash,INR (Indian Rupees),https://www.medicineindia.org/pharmacy-chemist-drugstore-details/53510/pioneer-medical-provision-stores
229,Pharmacy,Pooja Medicals,(0261) 3023368,"L-22/23, Bhagwati Ashish Complex, Opp. Rani Sati Dadi Mandir, Citylight Road, Surat",Surat,395007,India,Monday-Sunday 8am - 9pm,Cash,INR (Indian Rupees),https://www.medicineindia.org/pharmacy-chemist-drugstore-details/53197/pooja-medicals
230,Pharmacy,Poonam Medical Store,(0261) 2594094,"8/450 Nayantara Apartment, Gopipura, Main Road, Gopipura, Surat",Surat,395001,India,Monday-Sunday 8am - 9pm,Cash,INR (Indian Rupees),https://www.medicineindia.org/pharmacy-chemist-drugstore-details/53456/poonam-medical-store
231,Pharmacy,Prabhat Medical & Provi Store,(0261) 2850281,"Shop-5, Narayan Palace Tal Choryasi, Parvat Patia, Surat",Surat,395010,India,Monday-Sunday 8am - 9pm,Cash,INR (Indian Rupees),https://www.medicineindia.org/pharmacy-chemist-drugstore-details/53277/prabhat-medical-provi-store
232,Pharmacy,Pragati Medical,9375370474,"Shanti Palace, Kadodra Garden. Silk Mill, Kadodara, Surat",Surat,394210,India,Monday-Sunday 8am - 9pm,Cash,INR (Indian Rupees),https://www.medicineindia.org/pharmacy-chemist-drugstore-details/53386/pragati-medical
233,Pharmacy,Pramukh Medical & General Stores,(0261) 2854733,"Doctor House, Bombay Market, Surat",Surat,395010,India,Monday-Sunday 8am - 9pm,Cash,INR (Indian Rupees),https://www.medicineindia.org/pharmacy-chemist-drugstore-details/53147/pramukh-medical-general-stores
234,Pharmacy,Pramukh Medical & General Stores,(0261) 2775466,"M-19,Silvar Plaza Complex, Rander Road, Rander Road, Surat",Surat,395005,India,Monday-Sunday 8am - 9pm,Cash,INR (Indian Rupees),https://www.medicineindia.org/pharmacy-chemist-drugstore-details/53233/pramukh-medical-general-stores
235,Pharmacy,Pramukh Medical Store,(0261) 2232611,"A-01, Near Vaishali Apartment, Opp L B Cinema, Bhatar Road, Bhatar Road, Surat",Surat,395007,India,Monday-Sunday 8am - 9pm,Cash,INR (Indian Rupees),https://www.medicineindia.org/pharmacy-chemist-drugstore-details/53146/pramukh-medical-store
236,Pharmacy,Prangal Medical Store,(0261) 3050073,"Bhatar Road, SURAT",Surat,395007,India,Monday-Sunday 8am - 9pm,Cash,INR (Indian Rupees),https://www.medicineindia.org/pharmacy-chemist-drugstore-details/53195/prangal-medical-store
237,Pharmacy,Prem Medical Store,9099122996,"25, Prasiddhi Appt, Jakat Naka, Piplod, Surat",Surat,395007,India,Monday-Sunday 8am - 9pm,Cash,INR (Indian Rupees),https://www.medicineindia.org/pharmacy-chemist-drugstore-details/53441/prem-medical-store
238,Pharmacy,Premier Traders,(0261) 2433288,"Shahpore, Surat",Surat,395003,India,Monday-Sunday 8am - 9pm,Cash,INR (Indian Rupees),https://www.medicineindia.org/pharmacy-chemist-drugstore-details/53208/premier-traders
239,Pharmacy,Prince Chemist,(0261) 2548156,"3/12 Roopsagar Society, Rambaug, A K Road, Surat",Surat,395008,India,Monday-Sunday 8am - 9pm,Cash,INR (Indian Rupees),https://www.medicineindia.org/pharmacy-chemist-drugstore-details/53178/prince-chemist
240,Pharmacy,Prince Chemist,9714491057,"Shop No.3 Shivanjali Park, Shivanjali Park, Palanpur Road, Palanpur Jakat Naka, Surat",Surat,395009,India,Monday-Sunday 8am - 9pm,Cash,INR (Indian Rupees),https://www.medicineindia.org/pharmacy-chemist-drugstore-details/53496/prince-chemist
241,Pharmacy,Puja Medical & General Store,7405532852,"Shop No 1, Opposite Chacha School, Punagam Road, Un, Surat",Surat,394210,India,Monday-Sunday 8am - 9pm,Cash,INR (Indian Rupees),https://www.medicineindia.org/pharmacy-chemist-drugstore-details/53213/puja-medical-general-store
242,Pharmacy,R K Medico,(0261) 2420050,"12/1223, Sh Pr, Surat Ho, Surat",Surat,395003,India,Monday-Sunday 8am - 9pm,Cash,INR (Indian Rupees),https://www.medicineindia.org/pharmacy-chemist-drugstore-details/53418/r-k-medico
243,Pharmacy,R M Medical Stores,(0261) 2431658,"9 2094, Nr Gopi Shri Opp Khandwala Street, Mohan Mithai Gali Ambaji Road, Surat Ho, Surat",Surat,395003,India,Monday-Sunday 8am - 9pm,Cash,INR (Indian Rupees),https://www.medicineindia.org/pharmacy-chemist-drugstore-details/53339/r-m-medical-stores
244,Pharmacy,Radha Krishna Medical Agencies,(0261) 2418826,"B 2 Sneh Sagar Apartment, Near Bhakkas Clinic, Saiyedpura, Surat",Surat,395003,India,Monday-Sunday 8am - 9pm,Cash,INR (Indian Rupees),https://www.medicineindia.org/pharmacy-chemist-drugstore-details/53175/radha-krishna-medical-agencies
245,Pharmacy,Radhey Medical Store,9898699257,"2,Harekrishna Society, Udaynagar-2,Katargam Road, Katargram, Surat",Surat,395004,India,Monday-Sunday 8am - 9pm,Cash,INR (Indian Rupees),https://www.medicineindia.org/pharmacy-chemist-drugstore-details/53214/radhey-medical-store
246,Pharmacy,Raghuvanshi Medical Store,(0261) 2656056,"L 5 Bhavik Complex, Opp L B Park, Ghoddod Road, Surat",Surat,395007,India,Monday-Sunday 8am - 9pm,Cash,INR (Indian Rupees),https://www.medicineindia.org/pharmacy-chemist-drugstore-details/53442/raghuvanshi-medical-store
247,Pharmacy,Rahat Medical,(0261) 6453618,"11 To 14, Golden Park, Opp. Prime Arcade, Anand Mahal Road, Adajan Road, Surat",Surat,395009,India,Monday-Sunday 8am - 9pm,Cash,INR (Indian Rupees),https://www.medicineindia.org/pharmacy-chemist-drugstore-details/53167/rahat-medical
248,Pharmacy,Rahat Medical,(0261) 6531163,"3-4, S.m.c. Complex, Nr. Ayurvedic College, Station Road, Surat",Surat,395003,India,Monday-Sunday 8am - 9pm,Cash,INR (Indian Rupees),https://www.medicineindia.org/pharmacy-chemist-drugstore-details/53189/rahat-medical
249,Pharmacy,Rahat Medical,9227161320,"Dhanmora Rangdarshan Society, Singanpur Road, Katargram, Surat",Surat,395004,India,Monday-Sunday 8am - 9pm,Cash,INR (Indian Rupees),https://www.medicineindia.org/pharmacy-chemist-drugstore-details/53190/rahat-medical
250,Pharmacy,Rahat Medical,(0261) 6951413,"F-9, Sargam Complex, Doctor House, Hirabaug Circle, Varachha Road, Surat",Surat,395006,India,Monday-Sunday 8am - 9pm,Cash,INR (Indian Rupees),https://www.medicineindia.org/pharmacy-chemist-drugstore-details/53273/rahat-medical
251,Pharmacy,Rahat Medical,(0261) 6565512,"Opp. Udhna Bus Station, Udhna, Surat",Surat,394210,India,Monday-Sunday 8am - 9pm,Cash,INR (Indian Rupees),https://www.medicineindia.org/pharmacy-chemist-drugstore-details/53374/rahat-medical
252,Pharmacy,Rahat Medical,(0261) 6594616,"204-204, Turning Point, Opp. Fire Brigade, Bhatar Road, Surat",Surat,395007,India,Monday-Sunday 8am - 9pm,Cash,INR (Indian Rupees),https://www.medicineindia.org/pharmacy-chemist-drugstore-details/53432/rahat-medical
253,Pharmacy,Rahat Medical,9227161321,"L-12, Sargam Complex, Dumas Road, Surat",Surat,395007,India,Monday-Sunday 8am - 9pm,Cash,INR (Indian Rupees),https://www.medicineindia.org/pharmacy-chemist-drugstore-details/53433/rahat-medical
254,Pharmacy,Rahul Medical & General Store,(0261) 2893920,"Shop No 8, Ramnagar Society, Surat Navsari Main Road, Bhestan, Surat",Surat,395023,India,Monday-Sunday 8am - 9pm,Cash,INR (Indian Rupees),https://www.medicineindia.org/pharmacy-chemist-drugstore-details/53275/rahul-medical-general-store
255,Pharmacy,Raja Medical & Provisan Store,(0261) 2348938,"3/2991-92, Shop No 6, Chalamwad, Charrasta, King Palace Apartment Rustampura, Rustampura, Surat",Surat,395002,India,Monday-Sunday 8am - 9pm,Cash,INR (Indian Rupees),https://www.medicineindia.org/pharmacy-chemist-drugstore-details/53317/raja-medical-provisan-store
256,Pharmacy,Rajesh Medicals,9825705707,"Machlipul, Nr. New SAI Baba Mandir, Main Road, LAL Gate, Surat",Surat,395003,India,Monday-Sunday 8am - 9pm,Cash,INR (Indian Rupees),https://www.medicineindia.org/pharmacy-chemist-drugstore-details/53453/rajesh-medicals
257,Pharmacy,Rajvi Medical Store,9879604041,"5 ,Jaydeep Chambers, Pani Ni Bhint, Bhagatalao, Soni Falia, Bhagatalao, Surat",Surat,395003,India,Monday-Sunday 8am - 9pm,Cash,INR (Indian Rupees),https://www.medicineindia.org/pharmacy-chemist-drugstore-details/53458/rajvi-medical-store
258,Pharmacy,Raksha Medicals,(0261) 3272003,"7 / B Green Velly Residency B/ H Gangeshwar Temple - Adajan - Surat, Adajan, Gangeshwar Temple, Adajan Road, SURAT",Surat,395009,India,Monday-Sunday 8am - 9pm,Cash,INR (Indian Rupees),https://www.medicineindia.org/pharmacy-chemist-drugstore-details/53484/raksha-medicals
259,Pharmacy,Ramabhai Umia Medical Store,(0261) 2510618,"Shop-2, Pandol Industrial, Ved Munjani Chamber, Choriyasi Ved Road, Ved Road, Surat",Surat,395004,India,Monday-Sunday 8am - 9pm,Cash,INR (Indian Rupees),https://www.medicineindia.org/pharmacy-chemist-drugstore-details/53389/ramabhai-umia-medical-store
260,Pharmacy,Ramdev Medical Store,(0261) 8580382,"Shop No. G-4, B M Complex, Next To Chopati, Nana Varachha, Nana Varaccha, Surat",Surat,395006,India,Monday-Sunday 8am - 9pm,Cash,INR (Indian Rupees),https://www.medicineindia.org/pharmacy-chemist-drugstore-details/53307/ramdev-medical-store
261,Pharmacy,Ramesh Medical Stores,(0261) 2675017,"152 Hari Nagar, Main Road, Udhna, Surat",Surat,394210,India,Monday-Sunday 8am - 9pm,Cash,INR (Indian Rupees),https://www.medicineindia.org/pharmacy-chemist-drugstore-details/53211/ramesh-medical-stores
262,Pharmacy,Ratneshwar Medical Store,9327053313,"6/975, Giyasheri Tekra, Mahidharpura, Main Road, Mahidharpura, Surat",Surat,395003,India,Monday-Sunday 8am - 9pm,Cash,INR (Indian Rupees),https://www.medicineindia.org/pharmacy-chemist-drugstore-details/53403/ratneshwar-medical-store
263,Pharmacy,Ravi Medical & General Store,(0261) 2254076,"U 3 Malhar Complex, Opp Nehru Nagar, Ichchnath Road, Parle Point, Surat",Surat,395007,India,Monday-Sunday 8am - 9pm,Cash,INR (Indian Rupees),https://www.medicineindia.org/pharmacy-chemist-drugstore-details/53148/ravi-medical-general-store
264,Pharmacy,Ravi Medical Store,(0261) 2402930,"9/56 Ab Gamanlal Mention, Kotsafil Road, Bhagal, SURAT",Surat,395003,India,Monday-Sunday 8am - 9pm,Cash,INR (Indian Rupees),https://www.medicineindia.org/pharmacy-chemist-drugstore-details/53173/ravi-medical-store
265,Pharmacy,Ravitej Medical Stores,9825132864,"18, Municipal Buildig, Kotsafil Road, Surat Ho, Surat",Surat,395003,India,Monday-Sunday 8am - 9pm,Cash,INR (Indian Rupees),https://www.medicineindia.org/pharmacy-chemist-drugstore-details/53409/ravitej-medical-stores
266,Pharmacy,Real Medical & General Store,(0261) 2751867,"Shop-02 Unn Patia, Adit Shopping Centre Shak Market, Bhestan, Surat",Surat,395023,India,Monday-Sunday 8am - 9pm,Cash,INR (Indian Rupees),https://www.medicineindia.org/pharmacy-chemist-drugstore-details/53261/real-medical-general-store
267,Pharmacy,Reema Medical Stores,(0261) 2365141,"Bardoli Pitha, Salabatpura, Surat",Surat,395003,India,Monday-Sunday 8am - 9pm,Cash,INR (Indian Rupees),https://www.medicineindia.org/pharmacy-chemist-drugstore-details/53353/reema-medical-stores
268,Pharmacy,Relief Chemist,(0261) 2597501,"Raj Laxmi Building, Opp Surat General Hospital, Balaji Road, Surat, Surat",Surat,395001,India,Monday-Sunday 8am - 9pm,Cash,INR (Indian Rupees),https://www.medicineindia.org/pharmacy-chemist-drugstore-details/53284/relief-chemist
269,Pharmacy,Relief Medical & General Store,9898798551,"Shop No. C-1, Sakina Chamber, Surti Jakatnaka, Bardoli, Surat",Surat,394601,India,Monday-Sunday 8am - 9pm,Cash,INR (Indian Rupees),https://www.medicineindia.org/pharmacy-chemist-drugstore-details/53227/relief-medical-general-store
270,Pharmacy,Ritesh Medical Stores,(0261) 2411761,"3 Ambawadi, Below Mahadev Temple, Kalipul, Salabatpura, Surat",Surat,395003,India,Monday-Sunday 8am - 9pm,Cash,INR (Indian Rupees),https://www.medicineindia.org/pharmacy-chemist-drugstore-details/53338/ritesh-medical-stores
271,Pharmacy,Ronak Medical & General Stores,(0261) 3256073,"Shop No 23 Sachin Plaza, Near Railway Station, Main Road, Sachin, Surat",Surat,394230,India,Monday-Sunday 8am - 9pm,Cash,INR (Indian Rupees),https://www.medicineindia.org/pharmacy-chemist-drugstore-details/53250/ronak-medical-general-stores
272,Pharmacy,Roopali Medical & General Store,(0261) 2391199,"Shop No 2, Mangal Bhavan, Station Road, Sachin, Surat",Surat,394230,India,Monday-Sunday 8am - 9pm,Cash,INR (Indian Rupees),https://www.medicineindia.org/pharmacy-chemist-drugstore-details/53251/roopali-medical-general-store
273,Pharmacy,Royal Drug House,9825156261,"205, Meghani Tower, Station Road, Cinema Road, Station Road, Surat",Surat,395003,India,Monday-Sunday 8am - 9pm,Cash,INR (Indian Rupees),https://www.medicineindia.org/pharmacy-chemist-drugstore-details/53366/royal-drug-house
274,Pharmacy,Royal Hakim Pharmacy,9586968485,"A-01, Opp Khatkiwad Masjeed, Laldarwaja, Rani Talao Main Road, Surat Ho, Surat",Surat,395003,India,Monday-Sunday 8am - 9pm,Cash,INR (Indian Rupees),https://www.medicineindia.org/pharmacy-chemist-drugstore-details/53410/royal-hakim-pharmacy
275,Pharmacy,Royal Medicines,9913894707,"Shop No 12, Satyam Apartment, Manmohan Society, Pritam Nagar 2, L H Road, Surat Ho, Surat",Surat,395003,India,Monday-Sunday 8am - 9pm,Cash,INR (Indian Rupees),https://www.medicineindia.org/pharmacy-chemist-drugstore-details/53354/royal-medicines
276,Pharmacy,Rudri Distributors,(0261) 2414025,"Al Noor Palace Basement, Machhlipthi Nr Bina Medical, Vadia Street, Shahpore, Surat",Surat,395003,India,Monday-Sunday 8am - 9pm,Cash,INR (Indian Rupees),https://www.medicineindia.org/pharmacy-chemist-drugstore-details/53186/rudri-distributors
277,Pharmacy,S.K Medical & Provision General Stores,(0261) 2771632,"Shop No.7 , Narayan Park, Near Sarojni Naydu Circle, Palanpure Jakat Naka Road, Palanpur Jakat Naka, Surat",Surat,395009,India,Monday-Sunday 8am - 9pm,Cash,INR (Indian Rupees),https://www.medicineindia.org/pharmacy-chemist-drugstore-details/53501/sk-medical-provision-general-stores
